UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp,ambient_temp_C,load_density_pct,ambient_temp_K,temp_differential_K,load_adjusted_torque,wear_per_load,Type_enc
1999,H31412,H,298.3,308,1637,30.8,2,0,0,0,0,0,0,1/14/2024 21:00,22.17428893,34.42192532,295.3242889,2.975711071,86.95179532,0.688438506,0
2000,L49179,L,298.4,308,1540,37.8,7,0,0,0,0,0,0,1/14/2024 21:10,22.17428893,34.42192532,295.3242889,3.075711071,106.713567,2.409534772,1
2001,L49180,L,298.4,308.1,1279,53.1,9,0,0,0,0,0,0,1/14/2024 21:20,22.17428893,34.42192532,295.3242889,3.075711071,149.9071536,3.097973279,1
2002,L49181,L,298.4,308.2,1604,34.9,11,0,0,0,0,0,0,1/14/2024 21:30,22.17428893,34.42192532,295.3242889,3.075711071,98.52654729,3.786411785,1
2003,L49182,L,298.5,308.2,1654,27.1,13,0,0,0,0,0,0,1/14/2024 21:40,22.20201886,31.83032032,295.3520189,3.147981141,82.54564603,4.137941641,1
2004,M16863,M,298.5,308.2,1564,37.5,15,0,0,0,0,0,0,1/14/2024 21:50,22.20201886,31.83032032,295.3520189,3.147981141,114.2236799,4.774548047,2
2005,L49184,L,298.5,308.2,1451,47.5,18,0,0,0,0,0,0,1/14/2024 22:00,22.20201886,31.83032032,295.3520189,3.147981141,144.6833279,5.729457657,1
2006,L49185,L,298.5,308.3,1504,38,20,0,0,0,0,0,0,1/14/2024 22:10,22.20201886,31.83032032,295.3520189,3.147981141,115.7466623,6.366064063,1
2007,M16866,M,298.5,308.3,1381,50.5,22,0,0,0,0,0,0,1/14/2024 22:20,22.20201886,31.83032032,295.3520189,3.147981141,153.8212223,7.00267047,2
2008,L49187,L,298.6,308.4,1562,34.4,25,0,0,0,0,0,0,1/14/2024 22:30,22.20201886,31.83032032,295.3520189,3.247981141,104.7811891,7.957580079,1
2009,L49188,L,298.5,308.3,1811,24.7,27,0,0,0,0,0,0,1/14/2024 22:40,20.09837239,33.76815388,293.2483724,5.251627607,71.04202335,9.117401548,1
2010,M16869,M,298.6,308.3,1717,28.7,29,0,0,0,0,0,0,1/14/2024 22:50,20.09837239,33.76815388,293.2483724,5.351627607,82.54680446,9.792764626,2
2011,L49190,L,298.6,308.3,1278,60.5,32,0,0,0,0,0,0,1/14/2024 23:00,20.09837239,33.76815388,293.2483724,5.351627607,174.0098143,10.80580924,1
2012,L49191,L,298.7,308.5,1616,30.2,34,0,0,0,0,0,0,1/14/2024 23:10,20.09837239,33.76815388,293.2483724,5.451627607,86.86109738,11.48117232,1
2013,L49192,L,298.6,308.4,1397,46.4,36,0,0,0,0,0,0,1/14/2024 23:20,20.09837239,33.76815388,293.2483724,5.351627607,133.4554609,12.1565354,1
2014,L49193,L,298.6,308.4,1485,42.9,38,0,0,0,0,0,0,1/14/2024 23:30,20.09837239,33.76815388,293.2483724,5.351627607,123.3887774,12.83189847,1
2015,L49194,L,298.6,308.4,1310,59.7,40,0,0,0,0,0,0,1/14/2024 23:40,18.57012822,27.42554133,291.7201282,6.879871778,210.0223855,10.97021653,1
2016,L49195,L,298.5,308.2,1301,66.3,42,1,0,0,1,0,0,1/14/2024 23:50,18.57012822,27.42554133,291.7201282,6.779871778,233.2409407,11.51872736,1
2017,L49196,L,298.5,308.3,1458,44,44,0,0,0,0,0,0,1/15/2024 0:00,18.57012822,27.42554133,291.7201282,6.779871778,154.7903679,12.06723819,1
2018,L49197,L,298.7,308.5,1483,42.5,46,0,0,0,0,0,0,1/15/2024 0:10,18.57012822,27.42554133,291.7201282,6.979871778,149.5134235,12.61574901,1
2019,L49198,L,298.7,308.5,1375,46.4,48,0,0,0,0,0,0,1/15/2024 0:20,18.57012822,27.42554133,291.7201282,6.979871778,163.2334789,13.16425984,1
2020,M16879,M,298.7,308.5,1660,27,50,0,0,0,0,0,0,1/15/2024 0:30,18.57012822,27.42554133,291.7201282,6.979871778,94.98499847,13.71277067,2
2021,H31434,H,298.7,308.4,1560,33.3,53,0,0,0,0,0,0,1/15/2024 0:40,18.17882419,35.85317483,291.3288242,7.371175807,90.35856518,19.00218266,0
2022,L49201,L,298.7,308.5,1480,42.2,58,0,0,0,0,0,0,1/15/2024 0:50,18.17882419,35.85317483,291.3288242,7.371175807,114.508452,20.7948414,1
2023,L49202,L,298.7,308.4,1373,46.9,60,0,0,0,0,0,0,1/15/2024 1:00,18.17882419,35.85317483,291.3288242,7.371175807,127.261763,21.5119049,1
2024,L49203,L,298.7,308.5,1444,54.2,62,0,0,0,0,0,0,1/15/2024 1:10,18.17882419,35.85317483,291.3288242,7.371175807,147.0700971,22.22896839,1
2025,M16884,M,298.7,308.6,1722,24.7,64,0,0,0,0,0,0,1/15/2024 1:20,18.17882419,35.85317483,291.3288242,7.371175807,67.02271952,22.94603189,2
2026,L49205,L,298.7,308.5,1469,39.9,67,0,0,0,0,0,0,1/15/2024 1:30,18.17882419,35.85317483,291.3288242,7.371175807,108.26747,24.02162714,1
2027,M16886,M,298.7,308.5,1360,52.9,69,0,0,0,0,0,0,1/15/2024 1:40,18.26677592,35.0048219,291.4167759,7.283224083,146.9247651,24.15332711,2
2028,L49207,L,298.7,308.4,1750,25.8,72,0,0,0,0,0,0,1/15/2024 1:50,18.26677592,35.0048219,291.4167759,7.283224083,71.6570688,25.20347177,1
2029,M16888,M,298.7,308.3,1349,46.6,74,0,0,0,0,0,0,1/15/2024 2:00,18.26677592,35.0048219,291.4167759,7.283224083,129.4271088,25.90356821,2
2030,L49209,L,298.7,308.5,1668,35.2,77,0,0,0,0,0,0,1/15/2024 2:10,18.26677592,35.0048219,291.4167759,7.283224083,97.76468301,26.95371286,1
2031,L49210,L,298.9,308.6,1400,49.5,79,0,0,0,0,0,0,1/15/2024 2:20,18.26677592,35.0048219,291.4167759,7.483224083,137.4815855,27.6538093,1
2032,L49211,L,298.8,308.6,1331,62.8,81,0,0,0,0,0,0,1/15/2024 2:30,18.26677592,35.0048219,291.4167759,7.383224083,174.4210822,28.35390574,1
2033,L49212,L,298.8,308.5,1444,42.2,83,0,0,0,0,0,0,1/15/2024 2:40,17.31508024,31.73164548,290.4650802,8.334919757,128.9272183,26.33726574,1
2034,H31447,H,298.8,308.5,1359,47.6,85,0,0,0,0,0,0,1/15/2024 2:50,17.31508024,31.73164548,290.4650802,8.334919757,145.425014,26.97189865,0
2035,M16894,M,298.8,308.5,1425,47.4,90,0,0,0,0,0,0,1/15/2024 3:00,17.31508024,31.73164548,290.4650802,8.334919757,144.8139845,28.55848093,2
2036,M16895,M,298.9,308.6,1469,34.2,93,0,0,0,0,0,0,1/15/2024 3:10,17.31508024,31.73164548,290.4650802,8.434919757,104.4860394,29.51043029,2
2037,L49216,L,299,308.7,1892,22.8,96,0,0,0,0,0,0,1/15/2024 3:20,17.31508024,31.73164548,290.4650802,8.534919757,69.65735962,30.46237966,1
2038,H31451,H,299,308.7,1940,19.9,98,0,0,0,0,0,0,1/15/2024 3:30,17.31508024,31.73164548,290.4650802,8.534919757,60.7974323,31.09701257,0
2039,L49218,L,299,308.8,1405,55.2,103,0,0,0,0,0,0,1/15/2024 3:40,17.27865444,37.63698267,290.4286544,8.571345563,142.8682992,38.76609215,1
2040,M16899,M,299,308.9,1449,39.6,105,0,0,0,0,0,0,1/15/2024 3:50,17.27865444,37.63698267,290.4286544,8.571345563,102.4924755,39.51883181,2
2041,L49220,L,299.1,308.9,1686,29.6,108,0,0,0,0,0,0,1/15/2024 4:00,17.27865444,37.63698267,290.4286544,8.671345563,76.61053724,40.64794129,1
2042,L49221,L,299.1,308.9,1680,27.2,110,0,0,0,0,0,0,1/15/2024 4:10,17.27865444,37.63698267,290.4286544,8.671345563,70.39887206,41.40068094,1
2043,M16902,M,299.1,308.9,1397,52.4,112,0,0,0,0,0,0,1/15/2024 4:20,17.27865444,37.63698267,290.4286544,8.671345563,135.6213565,42.15342059,2
2044,M16903,M,299.2,309,1597,30.3,115,0,0,0,0,0,0,1/15/2024 4:30,17.27865444,37.63698267,290.4286544,8.771345563,78.42227292,43.28253007,2
2045,L49224,L,299.3,309.1,1470,41.1,118,0,0,0,0,0,0,1/15/2024 4:40,18.63088264,38.75028055,291.7808826,7.519117364,103.3954967,45.72533105,1
2046,M16905,M,299.3,309.1,1703,31.3,120,0,0,0,0,0,0,1/15/2024 4:50,18.63088264,38.75028055,291.7808826,7.519117364,78.74158262,46.50033666,2
2047,L49226,L,299.3,309.1,1388,45.5,123,0,0,0,0,0,0,1/15/2024 5:00,18.63088264,38.75028055,291.7808826,7.519117364,114.4646009,47.66284508,1
2048,L49227,L,299.3,309.2,1775,24.2,125,0,0,0,0,0,0,1/15/2024 5:10,18.63088264,38.75028055,291.7808826,7.519117364,60.88007346,48.43785069,1
2049,L49228,L,299.3,309.2,1465,41.5,127,0,0,0,0,0,0,1/15/2024 5:20,18.63088264,38.75028055,291.7808826,7.519117364,104.4017789,49.2128563,1
2050,M16909,M,299.3,309.2,1586,37.9,129,0,0,0,0,0,0,1/15/2024 5:30,18.63088264,38.75028055,291.7808826,7.519117364,95.34523901,49.98786191,2
2051,M16910,M,299.5,309.3,1675,29.2,132,0,0,0,0,0,0,1/15/2024 5:40,19.42649924,28.56976054,292.5764992,6.923500764,98.7495315,37.71208392,2
2052,M16911,M,299.4,309.2,1470,44.4,135,0,0,0,0,0,0,1/15/2024 5:50,19.42649924,28.56976054,292.5764992,6.823500764,150.1533972,38.56917673,2
2053,L49232,L,299.5,309.3,1477,40.4,138,0,0,0,0,0,0,1/15/2024 6:00,19.42649924,28.56976054,292.5764992,6.923500764,136.6260641,39.42626955,1
2054,L49233,L,299.5,309.3,1382,61,140,0,0,0,0,0,0,1/15/2024 6:10,19.42649924,28.56976054,292.5764992,6.923500764,206.2918295,39.99766476,1
2055,M16914,M,299.6,309.4,1605,29.8,142,0,0,0,0,0,0,1/15/2024 6:20,19.42649924,28.56976054,292.5764992,7.023500764,100.7786315,40.56905997,2
2056,L49235,L,299.6,309.4,1643,32.9,145,0,0,0,0,0,0,1/15/2024 6:30,19.42649924,28.56976054,292.5764992,7.023500764,111.2623146,41.42615279,1
2057,L49236,L,299.5,309.3,1333,54.1,147,0,0,0,0,0,0,1/15/2024 6:40,19.86050535,31.94910089,293.0105053,6.489494655,164.1926442,46.9651783,1
2058,L49237,L,299.5,309.3,1520,42.3,149,0,0,0,0,0,0,1/15/2024 6:50,19.86050535,31.94910089,293.0105053,6.489494655,128.3798309,47.60416032,1
2059,M16918,M,299.5,309.3,1902,24,151,0,0,0,0,0,0,1/15/2024 7:00,19.86050535,31.94910089,293.0105053,6.489494655,72.83962037,48.24314234,2
2060,H31473,H,299.5,309.4,1386,44.4,154,0,0,0,0,0,0,1/15/2024 7:10,19.86050535,31.94910089,293.0105053,6.489494655,134.7532977,49.20161536,0
2061,L49240,L,299.6,309.5,1803,27.7,159,0,0,0,0,0,0,1/15/2024 7:20,19.86050535,31.94910089,293.0105053,6.589494655,84.06906184,50.79907041,1
2062,L49241,L,299.7,309.6,1359,50.7,161,0,0,0,0,0,0,1/15/2024 7:30,19.86050535,31.94910089,293.0105053,6.689494655,153.873698,51.43805243,1
2063,M16922,M,299.7,309.6,1477,42.7,163,0,0,0,0,0,0,1/15/2024 7:40,21.09513402,76.9234306,294.245134,5.454865985,54.79738208,125.3851919,2
2064,L49243,L,299.7,309.6,1321,53.4,166,0,0,0,0,0,0,1/15/2024 7:50,21.09513402,76.9234306,294.245134,5.454865985,68.52881038,127.6928948,1
2065,L49244,L,299.6,309.5,1453,41.4,168,0,0,0,0,0,0,1/15/2024 8:00,21.09513402,76.9234306,294.245134,5.354865985,53.12907771,129.2313634,1
2066,L49245,L,299.7,309.6,1419,45.1,170,0,0,0,0,0,0,1/15/2024 8:10,21.09513402,76.9234306,294.245134,5.454865985,57.87732862,130.769832,1
2067,L49246,L,299.7,309.6,1512,36.2,172,0,0,0,0,0,0,1/15/2024 8:20,21.09513402,76.9234306,294.245134,5.454865985,46.45586022,132.3083006,1
2068,L49247,L,299.7,309.6,1553,36.8,174,0,0,0,0,0,0,1/15/2024 8:30,21.09513402,76.9234306,294.245134,5.454865985,47.22584686,133.8467692,1
2069,M16928,M,299.7,309.6,1534,39.1,176,0,0,0,0,0,0,1/15/2024 8:40,22.95169984,76.2403876,296.1016998,3.598300165,50.62118565,134.1830822,2
2070,H31483,H,299.7,309.6,1553,41,179,0,0,0,0,0,0,1/15/2024 8:50,22.95169984,76.2403876,296.1016998,3.598300165,53.08103866,136.4702938,0
2071,L49250,L,299.7,309.5,1352,49.7,184,0,0,0,0,0,0,1/15/2024 9:00,22.95169984,76.2403876,296.1016998,3.598300165,64.34457613,140.2823132,1
2072,M16931,M,299.7,309.6,1313,60,186,0,0,0,0,0,0,1/15/2024 9:10,22.95169984,76.2403876,296.1016998,3.598300165,77.67956877,141.8071209,2
2073,L49252,L,299.6,309.5,1570,35.5,189,0,0,0,0,0,1,1/15/2024 9:20,22.95169984,76.2403876,296.1016998,3.498300165,45.96041152,144.0943326,1
2074,L49253,L,299.6,309.4,1677,31.1,191,0,0,0,0,0,0,1/15/2024 9:30,22.95169984,76.2403876,296.1016998,3.498300165,40.26390981,145.6191403,1
2075,L49254,L,299.5,309.4,1602,31.5,193,0,0,0,0,0,0,1/15/2024 9:40,22.90168764,83.31789937,296.0516876,3.448312362,37.35861571,160.8035458,1
2076,L49255,L,299.5,309.4,1390,58.8,195,1,0,0,0,1,0,1/15/2024 9:50,22.90168764,83.31789937,296.0516876,3.448312362,69.73608266,162.4699038,1
2077,L49256,L,299.4,309.3,1544,36,197,0,0,0,0,0,0,1/15/2024 10:00,22.90168764,83.31789937,296.0516876,3.348312362,42.69556081,164.1362618,1
2078,L49257,L,299.4,309.4,1701,31.2,199,0,0,0,0,0,0,1/15/2024 10:10,22.90168764,83.31789937,296.0516876,3.348312362,37.00281937,165.8026197,1
2079,M16938,M,299.4,309.3,1692,28.4,201,0,0,0,0,0,0,1/15/2024 10:20,22.90168764,83.31789937,296.0516876,3.348312362,33.68205353,167.4689777,2
2080,M16939,M,299.3,309.3,1523,37.9,204,0,0,0,0,0,0,1/15/2024 10:30,22.90168764,83.31789937,296.0516876,3.248312362,44.94893763,169.9685147,2
2081,L49260,L,299.3,309.2,2280,15.4,207,0,0,0,0,0,0,1/15/2024 10:40,24.14008887,79.22469544,297.2900889,2.009911134,19.19608409,163.9951196,1
2082,M16941,M,299.4,309.3,1485,47.1,209,0,0,0,0,0,0,1/15/2024 10:50,24.14008887,79.22469544,297.2900889,2.109911134,58.71010135,165.5796135,2
2083,H31496,H,299.4,309.2,1513,36.1,212,0,0,0,0,0,0,1/15/2024 11:00,24.14008887,79.22469544,297.2900889,2.109911134,44.99861271,167.9563543,0
2084,H31497,H,299.4,309.3,1743,28.2,0,0,0,0,0,0,0,1/15/2024 11:10,24.14008887,79.22469544,297.2900889,2.109911134,35.15127087,0,0
2085,L49264,L,299.5,309.3,1442,46.2,5,0,0,0,0,0,0,1/15/2024 11:20,24.14008887,79.22469544,297.2900889,2.209911134,57.58825228,3.961234772,1
2086,L49265,L,299.5,309.3,1462,46.7,7,0,0,0,0,0,0,1/15/2024 11:30,24.14008887,79.22469544,297.2900889,2.209911134,58.21150176,5.545728681,1
2087,H31500,H,299.4,309.3,1439,49.7,9,0,0,0,0,0,0,1/15/2024 11:40,25.72683841,78.94194063,298.8768384,0.523161586,62.17011947,7.104774657,0
2088,L49267,L,299.5,309.3,1577,36.6,14,0,0,0,0,0,0,1/15/2024 11:50,25.72683841,78.94194063,298.8768384,0.623161586,45.78322681,11.05187169,1
2089,L49268,L,299.6,309.4,1331,46.4,16,0,0,0,0,0,0,1/15/2024 12:00,25.72683841,78.94194063,298.8768384,0.723161586,58.04212361,12.6307105,1
2090,L49269,L,299.5,309.3,1941,22.5,18,0,0,0,0,0,0,1/15/2024 12:10,25.72683841,78.94194063,298.8768384,0.623161586,28.14542632,14.20954931,1
2091,L49270,L,299.5,309.2,1393,47.3,20,0,0,0,0,0,0,1/15/2024 12:20,25.72683841,78.94194063,298.8768384,0.623161586,59.16794066,15.78838813,1
2092,L49271,L,299.4,309.2,1433,42.1,22,0,0,0,0,0,0,1/15/2024 12:30,25.72683841,78.94194063,298.8768384,0.523161586,52.66321991,17.36722694,1
2093,L49272,L,299.4,309.2,1444,48.2,24,0,0,0,0,0,0,1/15/2024 12:40,26.92542918,71.98455054,300.0754292,-0.675429183,66.04137402,17.27629213,1
2094,L49273,L,299.4,309.2,1564,39,26,0,0,0,0,0,0,1/15/2024 12:50,26.92542918,71.98455054,300.0754292,-0.675429183,53.43596653,18.71598314,1
2095,L49274,L,299.4,309.3,1377,43.6,28,0,0,0,0,0,0,1/15/2024 13:00,26.92542918,71.98455054,300.0754292,-0.675429183,59.73867027,20.15567415,1
2096,L49275,L,299.4,309.3,1525,41.5,30,0,0,0,0,0,0,1/15/2024 13:10,26.92542918,71.98455054,300.0754292,-0.675429183,56.861349,21.59536516,1
2097,M16956,M,299.5,309.4,1387,56.2,32,0,0,0,0,0,0,1/15/2024 13:20,26.92542918,71.98455054,300.0754292,-0.575429183,77.00259792,23.03505617,2
2098,M16957,M,299.4,309.4,1326,47.5,35,0,0,0,0,0,0,1/15/2024 13:30,26.92542918,71.98455054,300.0754292,-0.675429183,65.08226693,25.19459269,2
2099,L49278,L,299.4,309.3,1401,59,38,0,0,0,0,0,0,1/15/2024 13:40,27.84441507,82.54167212,300.9944151,-1.594415069,70.62343679,31.36583541,1
2100,L49279,L,299.4,309.3,1596,31.8,40,0,0,0,0,0,0,1/15/2024 13:50,27.84441507,82.54167212,300.9944151,-1.594415069,38.06483542,33.01666885,1
2101,M16960,M,299.3,309.3,1471,46,42,0,0,0,0,0,0,1/15/2024 14:00,27.84441507,82.54167212,300.9944151,-1.694415069,55.06234054,34.66750229,2
2102,L49281,L,299.3,309.3,1528,37.8,45,0,0,0,0,0,0,1/15/2024 14:10,27.84441507,82.54167212,300.9944151,-1.694415069,45.24687984,37.14375245,1
2103,L49282,L,299.3,309.3,1325,62,47,0,0,0,0,0,0,1/15/2024 14:20,27.84441507,82.54167212,300.9944151,-1.694415069,74.214459,38.7945859,1
2104,M16963,M,299.3,309.1,1376,46.7,49,0,0,0,0,0,0,1/15/2024 14:30,27.84441507,82.54167212,300.9944151,-1.694415069,55.90024573,40.44541934,2
2105,M16964,M,299.3,309.1,1600,35.3,52,0,0,0,0,0,0,1/15/2024 14:40,28.94634486,75.04296642,302.0963449,-2.796344859,46.42112435,39.02234254,2
2106,L49285,L,299.3,309.1,1495,44,55,0,0,0,0,0,0,1/15/2024 14:50,28.94634486,75.04296642,302.0963449,-2.796344859,57.86202468,41.27363153,1
2107,L49286,L,299.4,309.1,1645,28.6,57,0,0,0,0,0,0,1/15/2024 15:00,28.94634486,75.04296642,302.0963449,-2.696344859,37.61031604,42.77449086,1
2108,M16967,M,299.4,309.1,1417,47.3,59,0,0,0,0,0,0,1/15/2024 15:10,28.94634486,75.04296642,302.0963449,-2.696344859,62.20167653,44.27535019,2
2109,H31522,H,299.4,309,1415,51.7,62,0,0,0,0,0,0,1/15/2024 15:20,28.94634486,75.04296642,302.0963449,-2.696344859,67.987879,46.52663918,0
2110,M16969,M,299.3,309,1496,43.4,67,0,0,0,0,0,0,1/15/2024 15:30,28.94634486,75.04296642,302.0963449,-2.796344859,57.07299707,50.2787875,2
2111,H31524,H,299.3,309,1508,35,70,0,0,0,0,0,0,1/15/2024 15:40,28.28181672,60.23973052,301.4318167,-2.131816715,57.1524396,42.16781136,0
2112,L49291,L,299.4,309,1436,47.9,75,0,0,0,0,0,0,1/15/2024 15:50,28.28181672,60.23973052,301.4318167,-2.031816715,78.21719592,45.17979789,1
2113,L49292,L,299.5,309.1,1852,22.6,77,0,0,0,0,0,0,1/15/2024 16:00,28.28181672,60.23973052,301.4318167,-1.931816715,36.90414672,46.3845925,1
2114,L49293,L,299.5,309.1,1863,22.5,79,0,0,0,0,0,0,1/15/2024 16:10,28.28181672,60.23973052,301.4318167,-1.931816715,36.74085403,47.58938711,1
2115,H31528,H,299.4,309.1,1373,44.1,81,0,0,0,0,0,0,1/15/2024 16:20,28.28181672,60.23973052,301.4318167,-2.031816715,72.0120739,48.79418172,0
2116,L49295,L,299.4,309,1404,47.3,86,0,0,0,0,0,0,1/15/2024 16:30,28.28181672,60.23973052,301.4318167,-2.031816715,77.23743981,51.80616825,1
2117,M16976,M,299.4,309,1381,44.9,88,0,0,0,0,0,0,1/15/2024 16:40,26.96823608,61.10950775,300.1182361,-0.71823608,72.29166938,53.77636682,2
2118,H31531,H,299.4,308.9,1762,29.3,91,0,0,0,0,0,0,1/15/2024 16:50,26.96823608,61.10950775,300.1182361,-0.71823608,47.17474194,55.60965205,0
2119,H31532,H,299.3,308.9,1429,43,96,0,0,0,0,0,0,1/15/2024 17:00,26.96823608,61.10950775,300.1182361,-0.81823608,69.23255643,58.66512744,0
2120,M16979,M,299.3,308.9,1858,24.7,101,0,0,0,0,0,0,1/15/2024 17:10,26.96823608,61.10950775,300.1182361,-0.81823608,39.76846846,61.72060283,2
2121,H31534,H,299.2,308.8,1908,21.3,104,0,0,0,0,0,0,1/15/2024 17:20,26.96823608,61.10950775,300.1182361,-0.91823608,34.29426632,63.55388806,0
2122,M16981,M,299.2,308.8,1503,37.4,109,0,0,0,0,0,0,1/15/2024 17:30,26.96823608,61.10950775,300.1182361,-0.91823608,60.2162235,66.60936345,2
2123,M16982,M,299.2,308.8,1523,38.9,112,0,0,0,0,0,0,1/15/2024 17:40,26.28638082,65.44263438,299.4363808,-0.236380825,58.54674542,73.29575051,2
2124,L49303,L,299.3,309,1491,38.4,115,0,0,0,0,0,0,1/15/2024 17:50,26.28638082,65.44263438,299.4363808,-0.136380825,57.79421655,75.25902954,1
2125,L49304,L,299.2,308.9,1430,39.1,117,0,0,0,0,0,0,1/15/2024 18:00,26.28638082,65.44263438,299.4363808,-0.236380825,58.84775696,76.56788223,1
2126,L49305,L,299.3,308.9,1258,69.4,119,1,0,0,1,0,0,1/15/2024 18:10,26.28638082,65.44263438,299.4363808,-0.136380825,104.451006,77.87673492,1
2127,L49306,L,299.3,309,1449,46.5,121,0,0,0,0,0,0,1/15/2024 18:20,26.28638082,65.44263438,299.4363808,-0.136380825,69.98518411,79.1855876,1
2128,H31541,H,299.3,309,1425,40.6,123,0,0,0,0,0,0,1/15/2024 18:30,26.28638082,65.44263438,299.4363808,-0.136380825,61.10534354,80.49444029,0
2129,L49308,L,299.4,309,1800,24.3,128,0,0,0,0,0,0,1/15/2024 18:40,24.46403639,54.7647184,297.6140364,1.785963606,43.57593958,70.09883956,1
2130,H31543,H,299.4,309,1607,33.7,130,0,0,0,0,0,0,1/15/2024 18:50,24.46403639,54.7647184,297.6140364,1.785963606,60.43247588,71.19413392,0
2131,L49310,L,299.4,309,1391,58.2,135,0,0,0,0,0,0,1/15/2024 19:00,24.46403639,54.7647184,297.6140364,1.785963606,104.3670652,73.93236984,1
2132,L49311,L,299.4,309.1,1432,45.4,137,0,0,0,0,0,0,1/15/2024 19:10,24.46403639,54.7647184,297.6140364,1.785963606,81.41348383,75.02766421,1
2133,L49312,L,299.4,309,1660,28.4,139,0,0,0,0,0,0,1/15/2024 19:20,24.46403639,54.7647184,297.6140364,1.785963606,50.92825861,76.12295858,1
2134,H31547,H,299.3,309,1732,29.7,141,0,0,0,0,0,0,1/15/2024 19:30,24.46403639,54.7647184,297.6140364,1.685963606,53.25948171,77.21825295,0
2135,L49314,L,299.3,309,1473,46.3,146,0,0,0,0,0,0,1/15/2024 19:40,24.0453446,47.92195138,297.1953446,2.104655398,94.64054212,69.96604901,1
2136,L49315,L,299.3,309,1511,47.8,148,0,0,0,0,0,0,1/15/2024 19:50,24.0453446,47.92195138,297.1953446,2.104655398,97.7066504,70.92448804,1
2137,L49316,L,299.2,308.9,1588,41.5,150,0,0,0,0,0,0,1/15/2024 20:00,24.0453446,47.92195138,297.1953446,2.004655398,84.82899564,71.88292707,1
2138,L49317,L,299.3,308.9,1623,31.1,152,0,0,0,0,0,0,1/15/2024 20:10,24.0453446,47.92195138,297.1953446,2.104655398,63.57064492,72.84136609,1
2139,L49318,L,299.3,309,1734,30.6,154,0,0,0,0,0,0,1/15/2024 20:20,24.0453446,47.92195138,297.1953446,2.104655398,62.54860883,73.79980512,1
2140,L49319,L,299.3,309,1415,47.6,156,0,0,0,0,0,0,1/15/2024 20:30,24.0453446,47.92195138,297.1953446,2.104655398,97.29783596,74.75824415,1
2141,L49320,L,299.3,309,1419,46.6,158,0,0,0,0,0,0,1/15/2024 20:40,22.53513297,60.73539818,295.685133,3.614867026,75.48343637,95.96192912,1
2142,M17001,M,299.3,308.9,1577,34.9,160,0,0,0,0,0,0,1/15/2024 20:50,22.53513297,60.73539818,295.685133,3.614867026,56.53158646,97.17663709,2
2143,L49322,L,299.3,308.9,1376,60.3,163,0,0,0,0,0,0,1/15/2024 21:00,22.53513297,60.73539818,295.685133,3.614867026,97.67491873,98.99869903,1
2144,M17003,M,299.3,308.8,1442,49,165,0,0,0,0,0,0,1/15/2024 21:10,22.53513297,60.73539818,295.685133,3.614867026,79.37099532,100.213407,2
2145,L49324,L,299.4,308.9,1451,40.5,168,0,0,0,0,0,0,1/15/2024 21:20,22.53513297,60.73539818,295.685133,3.714867026,65.60255736,102.0354689,1
2146,L49325,L,299.3,308.8,1550,45.8,170,0,0,0,0,0,0,1/15/2024 21:30,22.53513297,60.73539818,295.685133,3.614867026,74.18758338,103.2501769,1
2147,L49326,L,299.3,308.8,1647,32.9,172,0,0,0,0,0,0,1/15/2024 21:40,21.73013951,67.20204473,294.8801395,4.419860492,48.23902294,115.5875169,1
2148,L49327,L,299.4,308.9,1550,33.7,174,0,0,0,0,0,0,1/15/2024 21:50,21.73013951,67.20204473,294.8801395,4.519860492,49.4120083,116.9315578,1
2149,L49328,L,299.4,308.9,1583,34.1,176,0,0,0,0,0,0,1/15/2024 22:00,21.73013951,67.20204473,294.8801395,4.519860492,49.99850098,118.2755987,1
2150,L49329,L,299.4,309,1613,32.2,178,0,0,0,0,0,0,1/15/2024 22:10,21.73013951,67.20204473,294.8801395,4.519860492,47.21266075,119.6196396,1
2151,H31564,H,299.3,308.8,1636,35.5,180,0,0,0,0,0,0,1/15/2024 22:20,21.73013951,67.20204473,294.8801395,4.419860492,52.05122536,120.9636805,0
2152,M17011,M,299.3,308.7,1289,51.5,185,0,0,0,0,0,0,1/15/2024 22:30,21.73013951,67.20204473,294.8801395,4.419860492,75.51093256,124.3237827,2
2153,M17012,M,299.3,308.8,1648,28.4,188,0,0,0,0,0,0,1/15/2024 22:40,19.60427513,64.95578541,292.7542751,6.545724869,43.05914913,122.1168766,2
2154,H31567,H,299.3,308.8,1397,45.4,191,0,0,0,0,0,0,1/15/2024 22:50,19.60427513,64.95578541,292.7542751,6.545724869,68.83399192,124.0655501,0
2155,M17014,M,299.3,308.9,1767,24.8,196,0,0,0,0,0,0,1/15/2024 23:00,19.60427513,64.95578541,292.7542751,6.545724869,37.60094713,127.3133394,2
2156,L49335,L,299.3,308.8,1341,47.7,199,0,0,0,0,0,0,1/15/2024 23:10,19.60427513,64.95578541,292.7542751,6.545724869,72.32117653,129.262013,1
2157,M17016,M,299.4,308.9,1457,41.5,201,0,0,0,0,0,0,1/15/2024 23:20,19.60427513,64.95578541,292.7542751,6.645724869,62.92093975,130.5611287,2
2158,M17017,M,299.4,309,1939,19.8,204,0,0,0,0,0,0,1/15/2024 23:30,19.60427513,64.95578541,292.7542751,6.645724869,30.02011101,132.5098022,2
