Machine_ID,Health_Score,Status,Failure_Probability,RUL,Recommendation
M536,63.3,Warning ,0.0,7 days,✓ Inspect tool wear
M537,60.0,Warning ,0.0,7 days,✓ Inspect tool wear
M538,37.9,Poor ,45.4,2-3 days,✓ Inspect tool wear
M539,72.9,Warning ,0.0,14 days,✓ Inspect tool wear
M540,66.0,Warning ,0.0,7 days,✓ Inspect tool wear
M541,60.3,Warning ,0.0,7 days,✓ Inspect tool wear
M542,81.2,Good ,0.0,14 days,✓ Continue monitoring normally
M543,59.9,Warning ,0.0,7 days,✓ Inspect tool wear
M544,60.2,Warning ,0.3,7 days,✓ Inspect tool wear
M545,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M546,65.3,Warning ,0.0,7 days,✓ Inspect tool wear
M547,61.2,Warning ,0.0,7 days,✓ Inspect tool wear
M548,60.0,Warning ,0.1,7 days,✓ Inspect tool wear
M549,59.9,Warning ,4.2,7 days,✓ Inspect tool wear
M550,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M551,64.8,Warning ,0.0,7 days,✓ Inspect tool wear
M552,62.7,Warning ,0.0,7 days,✓ Inspect tool wear
M553,67.1,Warning ,0.0,7 days,✓ Inspect tool wear
M554,61.9,Warning ,0.0,7 days,✓ Inspect tool wear
M555,79.0,Good ,0.0,14 days,✓ Inspect tool wear
M556,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M557,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M558,60.5,Warning ,0.0,7 days,✓ Inspect tool wear
M559,64.2,Warning ,0.0,7 days,✓ Inspect tool wear
M560,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M561,70.2,Warning ,0.0,14 days,✓ Inspect tool wear
M562,80.0,Good ,0.0,14 days,✓ Continue monitoring normally
M563,59.2,Warning ,0.0,7 days,✓ Inspect tool wear
M564,65.4,Warning ,0.0,7 days,✓ Inspect tool wear
M565,60.3,Warning ,0.0,7 days,✓ Inspect tool wear
M566,61.3,Warning ,0.1,7 days,✓ Inspect tool wear
M567,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M568,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M569,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M570,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M571,66.4,Warning ,0.0,7 days,✓ Inspect tool wear
M572,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M573,69.5,Warning ,0.0,7 days,✓ Inspect tool wear
M574,66.0,Warning ,0.0,7 days,✓ Inspect tool wear
M575,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M576,59.0,Warning ,0.2,7 days,✓ Inspect tool wear
M577,64.2,Warning ,0.0,7 days,✓ Inspect tool wear
M578,63.0,Warning ,0.6,7 days,✓ Inspect tool wear
M579,70.4,Warning ,0.0,14 days,✓ Inspect tool wear
M580,64.7,Warning ,0.1,7 days,✓ Inspect tool wear
M581,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M582,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M583,63.4,Warning ,0.0,7 days,✓ Inspect tool wear
M584,63.5,Warning ,0.0,7 days,✓ Inspect tool wear
M585,62.2,Warning ,0.1,7 days,✓ Inspect tool wear
M586,65.3,Warning ,0.0,7 days,✓ Inspect tool wear
M587,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M588,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M589,68.0,Warning ,0.0,7 days,✓ Inspect tool wear
M590,67.1,Warning ,0.0,7 days,✓ Inspect tool wear
M591,65.2,Warning ,0.0,7 days,✓ Inspect tool wear
M592,59.2,Warning ,0.0,7 days,✓ Inspect tool wear
M593,77.9,Good ,0.0,14 days,✓ Continue monitoring normally
M594,61.7,Warning ,0.0,7 days,✓ Inspect tool wear
M595,64.5,Warning ,0.0,7 days,✓ Inspect tool wear
M596,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M597,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M598,63.5,Warning ,0.0,7 days,✓ Inspect tool wear
M599,60.0,Warning ,0.0,7 days,✓ Inspect tool wear
M600,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M601,64.6,Warning ,0.0,7 days,✓ Inspect tool wear
M602,61.2,Warning ,0.1,7 days,✓ Inspect tool wear
M603,13.8,Critical ,100.0,Critical,✓ Inspect tool wear
M604,17.4,Critical ,99.9,Critical,✓ Inspect tool wear
M605,63.6,Warning ,0.1,7 days,✓ Inspect tool wear
M606,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M607,56.5,Warning ,4.1,7 days,✓ Inspect tool wear
M608,60.0,Warning ,0.0,7 days,✓ Inspect tool wear
M609,61.0,Warning ,0.2,7 days,✓ Inspect tool wear
M610,65.6,Warning ,0.0,7 days,✓ Inspect tool wear
M611,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M612,76.2,Good ,0.0,14 days,✓ Continue monitoring normally
M613,62.8,Warning ,0.0,7 days,✓ Inspect tool wear
M614,65.7,Warning ,0.0,7 days,✓ Inspect tool wear
M615,61.6,Warning ,0.0,7 days,✓ Inspect tool wear
M616,62.4,Warning ,0.0,7 days,✓ Inspect tool wear
M617,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M618,61.6,Warning ,0.0,7 days,✓ Inspect tool wear
M619,60.5,Warning ,0.0,7 days,✓ Inspect tool wear
M620,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M621,60.6,Warning ,0.0,7 days,✓ Inspect tool wear
M622,59.7,Warning ,0.0,7 days,✓ Inspect tool wear
M623,62.4,Warning ,0.1,7 days,✓ Inspect tool wear
M624,69.7,Warning ,0.0,7 days,✓ Inspect tool wear
M625,11.3,Critical ,99.8,Critical,✓ Inspect tool wear
M626,60.8,Warning ,0.1,7 days,✓ Inspect tool wear
M627,80.0,Good ,0.0,14 days,✓ Continue monitoring normally
M628,64.4,Warning ,0.1,7 days,✓ Inspect tool wear
M629,61.0,Warning ,0.1,7 days,✓ Inspect tool wear
M630,62.4,Warning ,0.6,7 days,✓ Inspect tool wear
M631,69.7,Warning ,0.1,7 days,✓ Inspect tool wear
M632,73.4,Warning ,0.1,14 days,✓ Inspect tool wear
M633,58.9,Warning ,0.8,7 days,✓ Inspect tool wear
M634,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M635,63.6,Warning ,0.0,7 days,✓ Inspect tool wear
M636,62.9,Warning ,0.0,7 days,✓ Inspect tool wear
M637,64.9,Warning ,4.5,7 days,✓ Inspect tool wear
M638,62.6,Warning ,0.0,7 days,✓ Inspect tool wear
M639,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M640,59.9,Warning ,0.0,7 days,✓ Inspect tool wear
M641,64.1,Warning ,0.0,7 days,✓ Inspect tool wear
M642,66.0,Warning ,0.0,7 days,✓ Inspect tool wear
M643,62.1,Warning ,0.0,7 days,✓ Inspect tool wear
M644,62.7,Warning ,0.0,7 days,✓ Inspect tool wear
M645,56.2,Warning ,5.4,7 days,✓ Inspect tool wear
M646,62.9,Warning ,0.0,7 days,✓ Inspect tool wear
M647,80.0,Good ,0.0,14 days,✓ Continue monitoring normally
M648,63.3,Warning ,0.0,7 days,✓ Inspect tool wear
M649,60.8,Warning ,0.0,7 days,✓ Inspect tool wear
M650,52.3,Warning ,16.6,7 days,✓ Inspect tool wear
M651,69.7,Warning ,0.0,7 days,✓ Inspect tool wear
M652,70.3,Warning ,0.0,14 days,✓ Inspect tool wear
M653,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M654,64.9,Warning ,0.0,7 days,✓ Inspect tool wear
M655,63.1,Warning ,0.1,7 days,✓ Inspect tool wear
M656,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M657,57.8,Warning ,2.0,7 days,✓ Inspect tool wear
M658,65.6,Warning ,0.0,7 days,✓ Inspect tool wear
M659,64.1,Warning ,0.0,7 days,✓ Inspect tool wear
M660,67.7,Warning ,0.0,7 days,✓ Inspect tool wear
M661,82.0,Good ,0.0,14 days,✓ Continue monitoring normally
M662,62.6,Warning ,0.1,7 days,✓ Inspect tool wear
M663,13.3,Critical ,99.9,Critical,✓ Inspect tool wear
M664,62.4,Warning ,0.0,7 days,✓ Inspect tool wear
M665,66.7,Warning ,0.0,7 days,✓ Inspect tool wear
M666,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M667,66.8,Warning ,0.0,7 days,✓ Inspect tool wear
M668,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M669,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M670,63.4,Warning ,0.0,7 days,✓ Inspect tool wear
M671,61.6,Warning ,0.1,7 days,✓ Inspect tool wear
M672,60.5,Warning ,0.0,7 days,✓ Inspect tool wear
M673,65.8,Warning ,0.7,7 days,✓ Inspect tool wear
M674,74.9,Warning ,0.0,14 days,✓ Inspect tool wear
M675,61.4,Warning ,0.1,7 days,✓ Inspect tool wear
M676,61.7,Warning ,0.0,7 days,✓ Inspect tool wear
M677,62.2,Warning ,0.0,7 days,✓ Inspect tool wear
M678,67.9,Warning ,0.0,7 days,✓ Inspect tool wear
M679,63.0,Warning ,0.3,7 days,✓ Inspect tool wear
M680,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M681,66.9,Warning ,0.0,7 days,✓ Inspect tool wear
M682,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M683,64.4,Warning ,0.0,7 days,✓ Inspect tool wear
M684,62.8,Warning ,0.6,7 days,✓ Inspect tool wear
M685,62.1,Warning ,0.0,7 days,✓ Inspect tool wear
M686,70.6,Warning ,0.0,14 days,✓ Inspect tool wear
M687,33.1,Poor ,55.3,2-3 days,✓ Inspect tool wear
M688,71.9,Warning ,0.0,14 days,✓ Inspect tool wear
M689,60.7,Warning ,0.0,7 days,✓ Inspect tool wear
M690,55.1,Warning ,6.8,7 days,✓ Inspect tool wear
M691,58.4,Warning ,0.9,7 days,✓ Inspect tool wear
M692,59.1,Warning ,0.4,7 days,✓ Inspect tool wear
M693,62.4,Warning ,0.0,7 days,✓ Inspect tool wear
M694,61.9,Warning ,0.0,7 days,✓ Inspect tool wear
M695,64.7,Warning ,0.0,7 days,✓ Inspect tool wear
M696,61.9,Warning ,0.0,7 days,✓ Inspect tool wear
M697,61.0,Warning ,0.1,7 days,✓ Inspect tool wear
M698,62.7,Warning ,0.0,7 days,✓ Inspect tool wear
M699,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M700,76.3,Good ,0.0,14 days,✓ Inspect tool wear
M701,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M702,60.7,Warning ,0.0,7 days,✓ Inspect tool wear
M703,61.9,Warning ,0.0,7 days,✓ Inspect tool wear
M704,61.2,Warning ,0.0,7 days,✓ Inspect tool wear
M705,64.0,Warning ,0.1,7 days,✓ Inspect tool wear
M706,41.2,Poor ,38.4,2-3 days,✓ Inspect tool wear
M707,65.0,Warning ,0.0,7 days,✓ Inspect tool wear
M708,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M709,42.4,Poor ,34.0,2-3 days,✓ Inspect tool wear
M710,65.0,Warning ,0.0,7 days,✓ Inspect tool wear
M711,74.9,Warning ,0.0,14 days,✓ Continue monitoring normally
M712,59.8,Warning ,0.0,7 days,✓ Inspect tool wear
M713,65.4,Warning ,0.0,7 days,✓ Inspect tool wear
M714,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M715,60.2,Warning ,0.0,7 days,✓ Inspect tool wear
M716,60.7,Warning ,0.0,7 days,✓ Inspect tool wear
M717,72.9,Warning ,0.0,14 days,✓ Inspect tool wear
M718,64.2,Warning ,0.0,7 days,✓ Inspect tool wear
M719,73.0,Warning ,0.0,14 days,✓ Inspect tool wear
M720,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M721,65.7,Warning ,0.0,7 days,✓ Inspect tool wear
M722,75.9,Good ,0.0,14 days,✓ Continue monitoring normally
M723,62.8,Warning ,0.0,7 days,✓ Inspect tool wear
M724,65.9,Warning ,0.5,7 days,✓ Inspect tool wear
M725,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M726,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M727,66.9,Warning ,0.5,7 days,✓ Inspect tool wear
M728,59.4,Warning ,0.1,7 days,✓ Inspect tool wear
M729,59.1,Warning ,0.0,7 days,✓ Inspect tool wear
M730,61.4,Warning ,0.1,7 days,✓ Inspect tool wear
M731,63.6,Warning ,0.0,7 days,✓ Inspect tool wear
M732,62.1,Warning ,0.0,7 days,✓ Inspect tool wear
M733,67.5,Warning ,0.0,7 days,✓ Inspect tool wear
M734,73.0,Warning ,0.1,14 days,✓ Inspect tool wear
M735,64.3,Warning ,0.0,7 days,✓ Inspect tool wear
M736,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M737,66.0,Warning ,0.0,7 days,✓ Inspect tool wear
M738,61.7,Warning ,0.4,7 days,✓ Inspect tool wear
M739,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M740,61.7,Warning ,0.0,7 days,✓ Inspect tool wear
M741,64.5,Warning ,0.0,7 days,✓ Inspect tool wear
M742,60.5,Warning ,0.0,7 days,✓ Inspect tool wear
M743,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M744,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M745,15.9,Critical ,86.1,Critical,✓ Inspect tool wear
M746,12.0,Critical ,99.5,Critical,✓ Inspect tool wear
M747,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M748,62.6,Warning ,0.0,7 days,✓ Inspect tool wear
M749,62.3,Warning ,0.1,7 days,✓ Inspect tool wear
M750,58.2,Warning ,1.2,7 days,✓ Inspect tool wear
M751,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M752,82.0,Good ,0.0,14 days,✓ Continue monitoring normally
M753,64.8,Warning ,0.0,7 days,✓ Inspect tool wear
M754,79.0,Good ,0.0,14 days,✓ Continue monitoring normally
M755,60.2,Warning ,0.0,7 days,✓ Inspect tool wear
M756,77.7,Good ,0.1,14 days,✓ Continue monitoring normally
M757,59.7,Warning ,0.0,7 days,✓ Inspect tool wear
M758,65.5,Warning ,0.0,7 days,✓ Inspect tool wear
M759,59.0,Warning ,0.2,7 days,✓ Inspect tool wear
M760,59.2,Warning ,0.0,7 days,✓ Inspect tool wear
M761,63.4,Warning ,0.0,7 days,✓ Inspect tool wear
M762,59.3,Warning ,0.4,7 days,✓ Inspect tool wear
M763,63.4,Warning ,0.0,7 days,✓ Inspect tool wear
M764,59.9,Warning ,0.0,7 days,✓ Inspect tool wear
M765,61.9,Warning ,0.1,7 days,✓ Inspect tool wear
M766,59.2,Warning ,0.0,7 days,✓ Inspect tool wear
M767,10.9,Critical ,99.7,Critical,✓ Inspect tool wear
M768,78.5,Good ,0.1,14 days,✓ Continue monitoring normally
M769,75.6,Good ,0.1,14 days,✓ Continue monitoring normally
M770,64.5,Warning ,0.0,7 days,✓ Inspect tool wear
M771,64.3,Warning ,0.1,7 days,✓ Inspect tool wear
M772,59.6,Warning ,0.0,7 days,✓ Inspect tool wear
M773,64.4,Warning ,0.3,7 days,✓ Inspect tool wear
M774,63.3,Warning ,0.0,7 days,✓ Inspect tool wear
M775,9.0,Critical ,99.1,Critical,✓ Inspect tool wear
M776,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M777,60.7,Warning ,0.0,7 days,✓ Inspect tool wear
M778,62.6,Warning ,0.0,7 days,✓ Inspect tool wear
M779,64.4,Warning ,0.0,7 days,✓ Inspect tool wear
M780,59.9,Warning ,0.1,7 days,✓ Inspect tool wear
M781,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M782,64.2,Warning ,0.0,7 days,✓ Inspect tool wear
M783,65.3,Warning ,0.0,7 days,✓ Inspect tool wear
M784,62.6,Warning ,0.0,7 days,✓ Inspect tool wear
M785,60.9,Warning ,0.0,7 days,✓ Inspect tool wear
M786,25.1,Poor ,67.2,2-3 days,✓ Inspect tool wear
M787,62.5,Warning ,0.1,7 days,✓ Inspect tool wear
M788,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M789,65.6,Warning ,0.3,7 days,✓ Inspect tool wear
M790,65.3,Warning ,0.0,7 days,✓ Inspect tool wear
M791,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M792,61.9,Warning ,0.1,7 days,✓ Inspect tool wear
M793,9.0,Critical ,99.8,Critical,✓ Inspect tool wear
M794,61.2,Warning ,0.0,7 days,✓ Inspect tool wear
M795,60.6,Warning ,0.0,7 days,✓ Inspect tool wear
M796,60.9,Warning ,2.4,7 days,✓ Inspect tool wear
M797,70.3,Warning ,0.0,14 days,✓ Inspect tool wear
M798,59.0,Warning ,0.9,7 days,✓ Inspect tool wear
M799,67.2,Warning ,0.0,7 days,✓ Inspect tool wear
M800,70.9,Warning ,0.0,14 days,✓ Inspect tool wear
M801,63.6,Warning ,0.0,7 days,✓ Inspect tool wear
M802,71.9,Warning ,0.0,14 days,✓ Inspect tool wear
M803,62.1,Warning ,0.1,7 days,✓ Inspect tool wear
M804,61.6,Warning ,0.1,7 days,✓ Inspect tool wear
M805,69.9,Warning ,0.0,7 days,✓ Inspect tool wear
M806,71.9,Warning ,0.0,14 days,✓ Inspect tool wear
M807,62.6,Warning ,0.0,7 days,✓ Inspect tool wear
M808,59.1,Warning ,0.0,7 days,✓ Inspect tool wear
M809,62.8,Warning ,0.0,7 days,✓ Inspect tool wear
M810,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M811,59.1,Warning ,0.0,7 days,✓ Inspect tool wear
M812,62.2,Warning ,0.1,7 days,✓ Inspect tool wear
M813,59.8,Warning ,0.0,7 days,✓ Inspect tool wear
M814,64.1,Warning ,0.0,7 days,✓ Inspect tool wear
M815,66.3,Warning ,0.1,7 days,✓ Inspect tool wear
M816,61.6,Warning ,0.0,7 days,✓ Inspect tool wear
M817,55.4,Warning ,12.4,7 days,✓ Inspect tool wear
M818,60.3,Warning ,0.2,7 days,✓ Inspect tool wear
M819,59.9,Warning ,0.0,7 days,✓ Inspect tool wear
M820,65.4,Warning ,0.0,7 days,✓ Inspect tool wear
M821,80.0,Good ,0.0,14 days,✓ Continue monitoring normally
M822,60.0,Warning ,0.0,7 days,✓ Inspect tool wear
M823,72.6,Warning ,0.0,14 days,✓ Inspect tool wear
M824,59.7,Warning ,0.0,7 days,✓ Inspect tool wear
M825,73.4,Warning ,0.0,14 days,✓ Inspect tool wear
M826,62.3,Warning ,0.1,7 days,✓ Inspect tool wear
M827,60.5,Warning ,0.0,7 days,✓ Inspect tool wear
M828,59.4,Warning ,0.0,7 days,✓ Inspect tool wear
M829,65.5,Warning ,0.0,7 days,✓ Inspect tool wear
M830,64.7,Warning ,0.1,7 days,✓ Inspect tool wear
M831,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M832,62.1,Warning ,0.0,7 days,✓ Inspect tool wear
M833,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M834,55.9,Warning ,7.5,7 days,✓ Inspect tool wear
M835,59.6,Warning ,0.0,7 days,✓ Inspect tool wear
M836,65.9,Warning ,0.0,7 days,✓ Inspect tool wear
M837,61.9,Warning ,0.1,7 days,✓ Inspect tool wear
M838,59.3,Warning ,0.0,7 days,✓ Inspect tool wear
M839,65.1,Warning ,0.0,7 days,✓ Inspect tool wear
M840,62.1,Warning ,0.0,7 days,✓ Inspect tool wear
M841,53.5,Warning ,10.2,7 days,✓ Inspect tool wear
M842,65.1,Warning ,0.0,7 days,✓ Inspect tool wear
M843,64.7,Warning ,0.0,7 days,✓ Inspect tool wear
M844,63.5,Warning ,0.0,7 days,✓ Inspect tool wear
M845,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M846,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M847,60.7,Warning ,0.1,7 days,✓ Inspect tool wear
M848,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M849,74.0,Warning ,0.0,14 days,✓ Inspect tool wear
M850,65.0,Warning ,0.0,7 days,✓ Inspect tool wear
M851,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M852,61.1,Warning ,0.0,7 days,✓ Inspect tool wear
M853,83.2,Good ,0.0,14 days,✓ Continue monitoring normally
M854,62.1,Warning ,0.1,7 days,✓ Inspect tool wear
M855,62.0,Warning ,0.0,7 days,✓ Inspect tool wear
M856,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M857,64.3,Warning ,0.1,7 days,✓ Inspect tool wear
M858,11.6,Critical ,99.4,Critical,✓ Inspect tool wear
M859,60.8,Warning ,0.0,7 days,✓ Inspect tool wear
M860,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M861,56.1,Warning ,5.1,7 days,✓ Inspect tool wear
M862,59.3,Warning ,1.0,7 days,✓ Inspect tool wear
M863,59.2,Warning ,0.1,7 days,✓ Inspect tool wear
M864,59.2,Warning ,0.1,7 days,✓ Inspect tool wear
M865,60.8,Warning ,0.0,7 days,✓ Inspect tool wear
M866,62.0,Warning ,0.0,7 days,✓ Inspect tool wear
M867,63.3,Warning ,0.0,7 days,✓ Inspect tool wear
M868,59.7,Warning ,0.0,7 days,✓ Inspect tool wear
M869,59.6,Warning ,0.0,7 days,✓ Check cooling system
M870,59.1,Warning ,0.0,7 days,✓ Inspect tool wear
M871,72.4,Warning ,0.0,14 days,✓ Inspect tool wear
M872,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M873,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M874,61.0,Warning ,0.1,7 days,✓ Inspect tool wear
M875,60.8,Warning ,0.0,7 days,✓ Inspect tool wear
M876,60.7,Warning ,0.0,7 days,✓ Inspect tool wear
M877,14.2,Critical ,99.9,Critical,✓ Inspect tool wear
M878,64.3,Warning ,0.0,7 days,✓ Inspect tool wear
M879,65.9,Warning ,0.0,7 days,✓ Inspect tool wear
M880,23.2,Critical ,99.7,Critical,✓ Inspect tool wear
M881,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M882,63.9,Warning ,0.4,7 days,✓ Inspect tool wear
M883,42.3,Poor ,32.7,2-3 days,✓ Inspect tool wear
M884,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M885,63.6,Warning ,0.0,7 days,✓ Inspect tool wear
M886,58.4,Warning ,9.6,7 days,✓ Inspect tool wear
M887,64.4,Warning ,0.0,7 days,✓ Inspect tool wear
M888,69.6,Warning ,0.0,7 days,✓ Inspect tool wear
M889,63.6,Warning ,0.1,7 days,✓ Inspect tool wear
M890,59.5,Warning ,0.0,7 days,✓ Inspect tool wear
M891,59.6,Warning ,0.0,7 days,✓ Inspect tool wear
M892,62.6,Warning ,0.0,7 days,✓ Inspect tool wear
M893,61.8,Warning ,0.0,7 days,✓ Inspect tool wear
M894,15.5,Critical ,99.9,Critical,✓ Inspect tool wear
M895,62.2,Warning ,0.0,7 days,✓ Inspect tool wear
M896,60.9,Warning ,0.0,7 days,✓ Inspect tool wear
M897,58.1,Warning ,1.3,7 days,✓ Inspect tool wear
M898,61.0,Warning ,0.1,7 days,✓ Inspect tool wear
M899,62.1,Warning ,0.0,7 days,✓ Inspect tool wear
M900,29.8,Poor ,58.7,2-3 days,✓ Inspect tool wear
M901,61.8,Warning ,0.0,7 days,✓ Inspect tool wear
M902,16.4,Critical ,99.9,Critical,✓ Inspect tool wear
M903,63.3,Warning ,0.0,7 days,✓ Inspect tool wear
M904,64.2,Warning ,0.0,7 days,✓ Inspect tool wear
M905,60.5,Warning ,0.0,7 days,✓ Inspect tool wear
M906,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M907,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M908,62.4,Warning ,0.0,7 days,✓ Inspect tool wear
M909,64.1,Warning ,0.1,7 days,✓ Inspect tool wear
M910,59.9,Warning ,0.0,7 days,✓ Inspect tool wear
M911,61.3,Warning ,0.1,7 days,✓ Inspect tool wear
M912,64.7,Warning ,0.0,7 days,✓ Inspect tool wear
M913,61.9,Warning ,0.0,7 days,✓ Inspect tool wear
M914,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M915,55.4,Warning ,6.3,7 days,✓ Inspect tool wear
M916,63.4,Warning ,0.0,7 days,✓ Inspect tool wear
M917,67.3,Warning ,0.0,7 days,✓ Inspect tool wear
M918,75.1,Good ,0.5,14 days,✓ Inspect tool wear
M919,62.9,Warning ,0.0,7 days,✓ Inspect tool wear
M920,64.3,Warning ,0.0,7 days,✓ Inspect tool wear
M921,63.7,Warning ,0.1,7 days,✓ Inspect tool wear
M922,62.2,Warning ,0.1,7 days,✓ Inspect tool wear
M923,64.6,Warning ,0.0,7 days,✓ Inspect tool wear
M924,62.1,Warning ,0.0,7 days,✓ Inspect tool wear
M925,68.0,Warning ,0.0,7 days,✓ Inspect tool wear
M926,72.1,Warning ,0.0,14 days,✓ Inspect tool wear
M927,62.7,Warning ,0.0,7 days,✓ Inspect tool wear
M928,61.8,Warning ,0.0,7 days,✓ Inspect tool wear
M929,14.4,Critical ,99.9,Critical,✓ Inspect tool wear
M930,60.9,Warning ,0.0,7 days,✓ Inspect tool wear
M931,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M932,60.0,Warning ,0.0,7 days,✓ Inspect tool wear
M933,61.6,Warning ,0.1,7 days,✓ Inspect tool wear
M934,62.8,Warning ,0.0,7 days,✓ Inspect tool wear
M935,60.7,Warning ,0.0,7 days,✓ Inspect tool wear
M936,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M937,59.1,Warning ,0.0,7 days,✓ Inspect tool wear
M938,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M939,67.1,Warning ,0.0,7 days,✓ Inspect tool wear
M940,74.3,Warning ,0.0,14 days,✓ Inspect tool wear
M941,57.7,Warning ,4.5,7 days,✓ Inspect tool wear
M942,61.6,Warning ,0.0,7 days,✓ Inspect tool wear
M943,60.0,Warning ,0.0,7 days,✓ Inspect tool wear
M944,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M945,60.8,Warning ,0.0,7 days,✓ Inspect tool wear
M946,64.3,Warning ,0.0,7 days,✓ Inspect tool wear
M947,60.0,Warning ,0.0,7 days,✓ Inspect tool wear
M948,62.8,Warning ,0.0,7 days,✓ Inspect tool wear
M949,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M950,62.2,Warning ,0.0,7 days,✓ Inspect tool wear
M951,68.3,Warning ,0.0,7 days,✓ Inspect tool wear
M952,65.6,Warning ,0.0,7 days,✓ Inspect tool wear
M953,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M954,62.9,Warning ,0.0,7 days,✓ Inspect tool wear
M955,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M956,62.6,Warning ,0.1,7 days,✓ Inspect tool wear
M957,60.5,Warning ,0.8,7 days,✓ Inspect tool wear
M958,62.4,Warning ,0.0,7 days,✓ Inspect tool wear
M959,64.4,Warning ,0.0,7 days,✓ Inspect tool wear
M960,62.0,Warning ,0.0,7 days,✓ Inspect tool wear
M961,66.8,Warning ,0.0,7 days,✓ Inspect tool wear
M962,60.6,Warning ,0.0,7 days,✓ Inspect tool wear
M963,60.5,Warning ,0.0,7 days,✓ Inspect tool wear
M964,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M965,78.0,Good ,0.7,14 days,✓ Continue monitoring normally
M966,77.3,Good ,0.0,14 days,✓ Continue monitoring normally
M967,65.2,Warning ,0.0,7 days,✓ Inspect tool wear
M968,63.3,Warning ,0.1,7 days,✓ Inspect tool wear
M969,62.6,Warning ,0.0,7 days,✓ Inspect tool wear
M970,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M971,61.1,Warning ,0.0,7 days,✓ Inspect tool wear
