timestamp,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,shift,production_load,power_quality_index,maintenance_window,operator_experience,wear_load_index,temperature_gap,power_stress_score
2025-03-04 05:00:00,1494,L48673,L,298.0,308.8,1496,44.9,179,0,No Failure,Night,0.6292783695073775,0.9680435215718562,1,4,112.64082814182056,10.800000000000011,1.4348458814236544
2025-03-04 06:00:00,1495,M16354,M,298.0,308.7,1377,48.5,181,0,No Failure,Night,0.8413794373525512,0.9319036889981125,1,2,152.28967816081175,10.699999999999989,3.3026710835915445
2025-03-04 07:00:00,1496,H30909,H,297.9,308.5,1383,44.6,184,0,No Failure,Night,0.8672851194220065,0.9320542219636672,1,3,159.5804619736492,10.600000000000023,3.0303817004204445
2025-03-04 08:00:00,1497,L48676,L,298.0,308.7,1268,69.4,189,1,Power Failure,Morning,0.8477961384038458,0.8580010244507775,1,1,160.23347015832687,10.699999999999989,9.85472890311604
2025-03-04 09:00:00,1498,L48677,L,298.0,308.7,1629,34.3,191,0,No Failure,Morning,0.785397617520229,0.9097899494077684,1,3,150.01094494636374,10.699999999999989,3.094204735313545
2025-03-04 10:00:00,1499,L48678,L,298.0,308.8,1790,27.2,193,0,No Failure,Morning,0.7519143120716919,0.8906100598632598,1,3,145.11946222983653,10.800000000000011,2.975406371719333
2025-03-04 11:00:00,1500,M16359,M,298.1,308.8,2206,16.3,195,0,No Failure,Morning,0.9453334598287301,0.9999002684246673,1,4,184.34002466660237,10.699999999999989,0.0016256246779232987
2025-03-04 12:00:00,1501,M16360,M,298.0,308.7,2101,17.4,198,0,No Failure,Morning,0.8076327140544872,0.8962532605948466,1,2,159.91127738278848,10.699999999999989,1.8051932656496699
2025-03-04 13:00:00,1502,M16361,M,298.0,308.7,1436,48.2,201,0,No Failure,Morning,0.7916727510518924,0.9826744802190795,1,4,159.12622296143036,10.699999999999989,0.8350900534403658
2025-03-04 14:00:00,1503,L48682,L,298.0,308.7,1462,48.2,204,0,No Failure,Morning,0.6102568263225743,0.9514350602560716,1,2,124.49239256980515,10.699999999999989,2.3408300956573487
2025-03-04 15:00:00,1504,L48683,L,298.0,308.7,1771,26.2,206,0,No Failure,Morning,0.7364991310504625,0.9011374613788136,1,4,151.71882099639527,10.699999999999989,2.5901985118750845
2025-03-04 16:00:00,1505,L48684,L,298.0,308.7,1506,47.0,208,0,No Failure,Evening,0.7520782475143428,0.9315301567561185,1,5,156.4322754829833,10.699999999999989,3.2180826324624308
2025-03-04 17:00:00,1506,L48685,L,298.0,308.7,1626,36.7,210,0,No Failure,Evening,0.7595291123587602,0.9760803819923791,1,1,159.50111359533963,10.699999999999989,0.8778499808796864
2025-03-04 18:00:00,1507,L48686,L,298.0,308.8,1610,33.7,212,0,No Failure,Evening,0.8320689476909329,0.9825052447046367,1,1,176.39861691047776,10.800000000000011,0.589573253453742
2025-03-04 19:00:00,1508,M16367,M,298.0,308.6,1376,55.7,214,0,No Failure,Evening,0.8134410186907514,0.8740590812509218,1,1,174.07637799982078,10.600000000000023,7.014909174323656
2025-03-04 20:00:00,1509,M16368,M,298.0,308.6,1507,37.3,217,0,No Failure,Evening,0.8431620371173778,0.9009359711812255,1,5,182.96616205447097,10.600000000000023,3.6950882749402894
2025-03-04 21:00:00,1510,L48689,L,298.0,308.5,1429,37.7,220,1,Tool Wear Failure,Evening,0.9059533046168513,0.9002834770320357,1,5,199.3097270157073,10.5,3.759312915892254
2025-03-04 22:00:00,1511,M16370,M,298.1,308.7,1547,38.9,0,0,No Failure,Evening,0.9251942954864374,0.8563067194113917,0,1,0.0,10.599999999999966,5.589668614896863
2025-03-04 23:00:00,1512,L48691,L,298.1,308.7,1642,30.3,3,0,No Failure,Evening,0.8872492304905977,0.9397356639777845,0,1,2.661747691471793,10.599999999999966,1.826009381473129
2025-03-05 00:00:00,1513,H30926,H,298.0,308.7,1503,36.3,5,0,No Failure,Night,0.9822094783819739,0.9782230079488282,0,2,4.91104739190987,10.699999999999989,0.7905048114575357
2025-03-05 01:00:00,1514,L48693,L,298.1,308.7,1568,32.9,10,0,No Failure,Night,0.6072930330705446,0.9072361581738276,0,2,6.0729303307054465,10.599999999999966,3.0519303960810706
2025-03-05 02:00:00,1515,M16374,M,298.1,308.8,1628,37.6,12,0,No Failure,Night,0.6783111942734185,0.9610053917476266,0,3,8.139734331281021,10.699999999999989,1.4661972702892414
2025-03-05 03:00:00,1516,M16375,M,298.2,308.9,1614,35.5,15,0,No Failure,Night,0.6030251499912568,0.944155062040111,0,4,9.045377249868851,10.699999999999989,1.982495297576059
2025-03-05 04:00:00,1517,L48696,L,298.2,308.9,1278,54.0,18,0,No Failure,Night,0.8589898856618412,0.9063473103239501,0,2,15.461817941913141,10.699999999999989,5.057245242506694
2025-03-05 05:00:00,1518,M16377,M,298.2,308.9,1408,38.8,20,0,No Failure,Night,0.9592122195799948,0.8711589699238446,0,2,19.184244391599897,10.699999999999989,4.99903196695483
2025-03-05 06:00:00,1519,H30932,H,298.2,309.0,1371,55.7,23,0,No Failure,Night,0.6973929186305197,0.956398577916395,0,2,16.040037128501954,10.800000000000011,2.428599210056796
2025-03-05 07:00:00,1520,M16379,M,298.2,308.9,1512,38.5,28,0,No Failure,Night,0.9708138179185226,0.9781847753411861,0,2,27.182786901718632,10.699999999999989,0.8398861493643357
2025-03-05 08:00:00,1521,L48700,L,298.3,309.1,1472,40.1,31,0,No Failure,Morning,0.6241069561158243,0.9528781738602238,0,5,19.347315639590555,10.800000000000011,1.8895852282050267
2025-03-05 09:00:00,1522,M16381,M,298.2,308.9,1585,34.3,33,0,No Failure,Morning,0.9737744107222057,0.8526817726052227,0,3,32.13455555383279,10.699999999999989,5.0530151996408605
2025-03-05 10:00:00,1523,H30936,H,298.2,309.0,1562,37.7,36,0,No Failure,Morning,0.7406490748958537,0.8824349341586487,0,2,26.663366696250733,10.800000000000011,4.432202982218944
2025-03-05 11:00:00,1524,L48703,L,298.3,309.0,1519,36.9,41,0,No Failure,Morning,0.6405683313796866,0.8604219977325298,0,4,26.263301586567152,10.699999999999989,5.15042828366965
2025-03-05 12:00:00,1525,L48704,L,298.2,309.0,1601,35.8,43,0,No Failure,Morning,0.7943487036745303,0.935557914936434,0,2,34.1569942580048,10.800000000000011,2.3070266452756614
2025-03-05 13:00:00,1526,L48705,L,298.2,309.0,2449,13.8,45,0,No Failure,Morning,0.7027106270882032,0.9634716518260619,0,5,31.621978218969144,10.800000000000011,0.5040912048003462
2025-03-05 14:00:00,1527,L48706,L,298.1,309.0,1787,27.6,47,0,No Failure,Morning,0.7139491607847691,0.8665868780602989,0,1,33.55561055688415,10.899999999999977,3.682202165535751
2025-03-05 15:00:00,1528,H30941,H,298.1,309.1,1425,44.5,49,0,No Failure,Morning,0.7229159859705147,0.9757506730890078,0,1,35.42288331255522,11.0,1.0790950475391548
2025-03-05 16:00:00,1529,L48708,L,298.1,309.0,1559,34.0,54,0,No Failure,Evening,0.9212103591330654,0.9333263467593225,0,3,49.74535939318553,10.899999999999977,2.266904210183036
2025-03-05 17:00:00,1530,L48709,L,298.1,309.0,1557,36.0,56,0,No Failure,Evening,0.8156645106701018,0.9534953518212588,0,1,45.6772125975257,10.899999999999977,1.6741673344346841
2025-03-05 18:00:00,1531,L48710,L,298.1,309.0,1497,40.5,58,0,No Failure,Evening,0.7245230796624015,0.9957102772912969,0,2,42.02233862041928,10.899999999999977,0.17373376970247523
2025-03-05 19:00:00,1532,H30945,H,298.1,309.0,1438,41.4,60,0,No Failure,Evening,0.8441335133243674,0.8625521482371545,0,5,50.64801079946204,10.899999999999977,5.690341062981802
2025-03-05 20:00:00,1533,M16392,M,298.1,308.9,1417,39.2,65,0,No Failure,Evening,0.8864602696892774,0.9851836034466683,0,3,57.61991752980303,10.799999999999955,0.5808027448906015
2025-03-05 21:00:00,1534,M16393,M,298.0,308.9,1339,51.4,68,0,No Failure,Evening,0.7090496002934135,0.8689154043981113,0,2,48.215372819952115,10.899999999999977,6.737748213937078
2025-03-05 22:00:00,1535,L48714,L,298.0,308.8,1757,29.1,71,0,No Failure,Evening,0.7654196406101406,0.9089438209955023,0,1,54.34479448331998,10.800000000000011,2.649734809030883
2025-03-05 23:00:00,1536,L48715,L,298.0,308.8,1581,36.1,73,0,No Failure,Evening,0.648754437334779,0.9777158044496672,0,4,47.359073925438864,10.800000000000011,0.8044594593670136
2025-03-06 00:00:00,1537,M16396,M,298.2,308.9,1326,54.4,75,0,No Failure,Night,0.6724597398138721,0.9859381355106802,0,2,50.43448048604041,10.699999999999989,0.7649654282189964
2025-03-06 01:00:00,1538,M16397,M,298.4,309.1,1467,39.6,78,0,No Failure,Night,0.8724471415859931,0.9259557510317717,0,4,68.05087704370746,10.700000000000045,2.932152259141839
2025-03-06 02:00:00,1539,L48718,L,298.4,309.1,1798,29.6,81,0,No Failure,Night,0.6725753390782507,0.9391156957413138,0,4,54.47860246533831,10.700000000000045,1.8021754060571111
2025-03-06 03:00:00,1540,M16399,M,298.5,309.2,1449,46.4,83,0,No Failure,Night,0.8100653534668241,0.9562221001897836,0,3,67.2354243377464,10.699999999999989,2.031294551194041
2025-03-06 04:00:00,1541,M16400,M,298.4,309.1,1525,39.3,86,0,No Failure,Night,0.8836185046889731,0.9749138002679071,0,5,75.99119140325169,10.700000000000045,0.9858876494712516
2025-03-06 05:00:00,1542,L48721,L,298.4,309.0,2304,15.1,89,0,No Failure,Night,0.6427507692378975,0.8682266754306499,0,1,57.20481846217288,10.600000000000023,1.9897772009971864
2025-03-06 06:00:00,1543,L48722,L,298.3,308.9,1379,54.7,91,0,No Failure,Night,0.8269248878515614,0.9715103962343842,0,1,75.25016479449208,10.599999999999966,1.5583813259791857
2025-03-06 07:00:00,1544,L48723,L,298.4,308.9,1628,34.9,93,0,No Failure,Night,0.7026251134805455,0.9221914225767425,0,2,65.34413555369073,10.5,2.715519352071688
2025-03-06 08:00:00,1545,L48724,L,298.4,309.0,1474,52.7,95,0,No Failure,Morning,0.985170750095032,0.9175935137662253,0,1,93.59122125902803,10.600000000000023,4.342821824519925
2025-03-06 09:00:00,1546,M16405,M,298.4,309.0,1544,38.8,97,0,No Failure,Morning,0.7934182586879699,0.9135849627995497,0,3,76.96157109273308,10.600000000000023,3.352903443377471
2025-03-06 10:00:00,1547,L48726,L,298.4,308.9,1391,48.4,100,0,No Failure,Morning,0.9223970199100633,0.9263817377869064,0,1,92.23970199100633,10.5,3.563123891113732
2025-03-06 11:00:00,1548,L48727,L,298.3,308.9,1348,55.5,102,0,No Failure,Morning,0.8200906168625047,0.9917575830091905,0,2,83.64924291997548,10.599999999999966,0.45745414298992837
2025-03-06 12:00:00,1549,M16408,M,298.3,308.8,1349,52.1,104,0,No Failure,Morning,0.6173650131419276,0.9322305659188227,0,1,64.20596136676048,10.5,3.5307875156293376
2025-03-06 13:00:00,1550,L48729,L,298.4,308.9,1706,29.5,107,0,No Failure,Morning,0.8532605502376089,0.9929766307394708,0,5,91.29887887542415,10.5,0.20718939318561008
2025-03-06 14:00:00,1551,L48730,L,298.4,308.9,1638,32.4,109,0,No Failure,Morning,0.9805613368826628,0.877043519592346,0,4,106.88118572021024,10.5,3.9837899652079876
2025-03-06 15:00:00,1552,L48731,L,298.4,308.8,1458,40.1,111,0,No Failure,Morning,0.8406447280585325,0.958620396824895,0,4,93.3115648144971,10.400000000000034,1.6593220873217116
2025-03-06 16:00:00,1553,L48732,L,298.5,308.9,1781,27.8,113,0,No Failure,Evening,0.927675543770716,0.971835930791312,0,4,104.82733644609091,10.399999999999977,0.7829611240015256
2025-03-06 17:00:00,1554,L48733,L,298.5,308.8,1332,59.1,115,0,No Failure,Evening,0.9536825853393631,0.9518693247002292,0,5,109.67349731402676,10.300000000000011,2.844522910216453
2025-03-06 18:00:00,1555,M16414,M,298.4,308.7,1584,31.7,117,0,No Failure,Evening,0.691231908779573,0.9410383420339811,0,3,80.87413332721003,10.300000000000011,1.8690845575228001
2025-03-06 19:00:00,1556,L48735,L,298.4,308.6,1491,42.0,120,0,No Failure,Evening,0.6848179359632907,0.9347219171629273,1,2,82.17815231559487,10.200000000000045,2.7416794791570536
2025-03-06 20:00:00,1557,H30970,H,298.4,308.5,1398,47.1,122,0,No Failure,Evening,0.8443923955403967,0.9791395723868044,1,5,103.0158722559284,10.100000000000023,0.9825261405815138
2025-03-06 21:00:00,1558,L48737,L,298.3,308.4,1585,30.6,127,0,No Failure,Evening,0.7644113879226819,0.973246989574675,1,2,97.08024626618061,10.099999999999966,0.8186421190149439
2025-03-06 22:00:00,1559,M16418,M,298.2,308.3,1476,43.5,129,0,No Failure,Evening,0.9359445211466881,0.8683433081770899,1,3,120.73684322792278,10.100000000000023,5.727066094296588
2025-03-06 23:00:00,1560,L48739,L,298.2,308.3,1458,41.8,132,0,No Failure,Evening,0.9600092493592045,0.9772881485546318,1,5,126.72122091541499,10.100000000000023,0.9493553904163927
2025-03-07 00:00:00,1561,M16420,M,298.2,308.4,1510,39.9,134,0,No Failure,Night,0.7413685517210873,0.9121102929160664,1,1,99.3433859306257,10.199999999999989,3.506799312648951
2025-03-07 01:00:00,1562,L48741,L,298.2,308.4,1388,53.8,137,0,No Failure,Night,0.6947482235897928,0.8880545244993716,1,3,95.18050663180162,10.199999999999989,6.022666581933807
2025-03-07 02:00:00,1563,L48742,L,298.2,308.3,2216,16.8,139,0,No Failure,Night,0.9122102060975448,0.9804652852020889,1,4,126.79721864755872,10.100000000000023,0.3281832086049071
2025-03-07 03:00:00,1564,L48743,L,298.2,308.3,1402,51.0,141,0,No Failure,Night,0.7099224142192544,0.9148037199450613,1,5,100.09906040491487,10.100000000000023,4.3450102828018755
2025-03-07 04:00:00,1565,M16424,M,298.0,308.2,2090,19.0,143,0,No Failure,Night,0.9290457274054713,0.9712547035265224,1,3,132.8535390189824,10.199999999999989,0.5461606329960738
2025-03-07 05:00:00,1566,L48745,L,298.0,308.2,1459,42.1,146,0,No Failure,Night,0.7694953014595052,0.8895105417933766,1,3,112.34631401308775,10.199999999999989,4.651606190498844
2025-03-07 06:00:00,1567,M16426,M,298.0,308.1,1403,44.8,148,0,No Failure,Night,0.8670199597165882,0.8505893982133327,1,5,128.31895403805504,10.100000000000023,6.693594960042695
2025-03-07 07:00:00,1568,L48747,L,298.1,308.2,1521,39.3,151,0,No Failure,Night,0.6382141255338672,0.9243188789354416,1,4,96.37033295561396,10.099999999999966,2.974268057837144
2025-03-07 08:00:00,1569,L48748,L,298.2,308.2,1407,47.1,153,0,No Failure,Morning,0.8495437298706292,0.8650342384964326,1,4,129.98019067020627,10.0,6.356887366818026
2025-03-07 09:00:00,1570,M16429,M,298.1,308.2,1654,35.3,155,0,No Failure,Morning,0.7807070714948916,0.9631563933287365,1,3,121.0095960817082,10.099999999999966,1.300579315495602
2025-03-07 10:00:00,1571,L48750,L,298.2,308.4,1452,43.5,158,0,No Failure,Morning,0.8346433852701897,0.8914112704104116,1,2,131.87365487268997,10.199999999999989,4.723609737147097
2025-03-07 11:00:00,1572,L48751,L,298.3,308.4,1528,37.3,160,0,No Failure,Morning,0.6672056830979454,0.9165468469905218,1,3,106.75290929567126,10.099999999999966,3.1128026072535366
2025-03-07 12:00:00,1573,L48752,L,298.2,308.3,1230,59.6,162,0,No Failure,Morning,0.8947494979776729,0.8630550347637331,1,5,144.94941867238302,10.100000000000023,8.161919928081506
2025-03-07 13:00:00,1574,L48753,L,298.2,308.2,1466,42.4,164,0,No Failure,Morning,0.9451188310172914,0.8929988872670879,1,5,154.9994882868358,10.0,4.536847179875474
2025-03-07 14:00:00,1575,L48754,L,298.2,308.2,1478,50.1,166,0,No Failure,Morning,0.6866959200363103,0.9672235364887858,1,5,113.99152272602751,10.0,1.6421008219118323
2025-03-07 15:00:00,1576,L48755,L,298.2,308.3,2057,18.0,168,0,No Failure,Morning,0.6382858222080646,0.8727381867853479,1,4,107.23201813095486,10.100000000000023,2.2907126378637384
2025-03-07 16:00:00,1577,L48756,L,298.3,308.4,1490,41.7,170,0,No Failure,Evening,0.6094554344185346,0.9470739341690436,1,1,103.60742385115087,10.099999999999966,2.2070169451508814
2025-03-07 17:00:00,1578,L48757,L,298.3,308.4,1484,43.4,172,0,No Failure,Evening,0.8567886001773064,0.9876138779206751,1,5,147.3676392304967,10.099999999999966,0.5375576982426997
2025-03-07 18:00:00,1579,L48758,L,298.3,308.4,1593,37.0,174,0,No Failure,Evening,0.8428376144355123,0.9519755139636581,1,5,146.65374491177914,10.099999999999966,1.7769059833446506
2025-03-07 19:00:00,1580,L48759,L,298.3,308.3,1444,43.8,176,0,No Failure,Evening,0.818678965085628,0.971653253393834,1,2,144.08749785507052,10.0,1.2415875013500701
2025-03-07 20:00:00,1581,M16440,M,298.3,308.4,1444,47.5,178,0,No Failure,Evening,0.6927788384463902,0.8663457443955873,1,2,123.31463324345745,10.099999999999966,6.348577141209603
2025-03-07 21:00:00,1582,M16441,M,298.2,308.3,1560,33.0,181,0,No Failure,Evening,0.7563623983622059,0.8876097739003082,1,3,136.90159410355926,10.100000000000023,3.708877461289831
2025-03-07 22:00:00,1583,H30996,H,298.1,308.3,1530,42.0,184,0,No Failure,Evening,0.8377905340744692,0.9841808278360886,1,3,154.15345826970233,10.199999999999989,0.6644052308842778
2025-03-07 23:00:00,1584,L48763,L,298.2,308.4,1310,61.0,189,1,Overstrain Failure,Evening,0.7987067435436678,0.9572658420427134,1,3,150.95557452975322,10.199999999999989,2.6067836353944847
2025-03-08 00:00:00,1585,M16444,M,298.2,308.3,1639,33.3,191,0,No Failure,Night,0.995114208085955,0.9459330739565966,1,5,190.0668137444174,10.100000000000023,1.8004286372453315
2025-03-08 01:00:00,1586,L48765,L,298.2,308.3,1400,48.7,194,0,No Failure,Night,0.6545759010226933,0.949565010418255,1,2,126.9877247984025,10.100000000000023,2.4561839926309803
2025-03-08 02:00:00,1587,M16446,M,298.3,308.4,1486,44.2,196,0,No Failure,Night,0.8780578216190376,0.9121300831456965,1,3,172.09933303733135,10.099999999999966,3.8838503249602128
2025-03-08 03:00:00,1588,M16447,M,298.2,308.3,1448,43.3,199,0,No Failure,Night,0.7617275072417169,0.8566834947426479,1,2,151.58377394110167,10.100000000000023,6.205604677643344
2025-03-08 04:00:00,1589,L48768,L,298.2,308.3,1688,32.0,202,0,No Failure,Night,0.7712798459702459,0.9676662313106094,1,5,155.79852888598967,10.100000000000023,1.0346805980605005
2025-03-08 05:00:00,1590,M16449,M,298.1,308.3,1453,41.5,204,0,No Failure,Night,0.8870391062632705,0.951806985432303,1,5,180.95597767770718,10.199999999999989,2.0000101045594247
2025-03-08 06:00:00,1591,L48770,L,298.2,308.4,1497,37.7,207,0,No Failure,Night,0.8769744605297478,0.9209206696169087,1,3,181.5337133296578,10.199999999999989,2.9812907554425436
2025-03-08 07:00:00,1592,L48771,L,298.2,308.4,1355,49.4,209,0,No Failure,Night,0.9965023974808753,0.9849639423052386,1,5,208.26900107350295,10.199999999999989,0.7427812501212108
2025-03-08 08:00:00,1593,L48772,L,298.1,308.4,1592,38.2,211,0,No Failure,Morning,0.65135771578165,0.9004239497477649,1,5,137.43647802992817,10.299999999999955,3.803805119635383
2025-03-08 09:00:00,1594,L48773,L,298.0,308.3,1544,34.7,213,0,No Failure,Morning,0.6416438597536666,0.8941482616346854,1,2,136.67014212753097,10.300000000000011,3.6730553212764163
2025-03-08 10:00:00,1595,M16454,M,298.0,308.2,1373,51.2,215,0,No Failure,Morning,0.8897355268514964,0.9809194487619164,1,1,191.29313827307172,10.199999999999989,0.9769242233898808
2025-03-08 11:00:00,1596,L48775,L,298.0,308.2,1365,52.9,218,1,Overstrain Failure,Morning,0.8313547668025636,0.9695481482138478,1,4,181.23533916295887,10.199999999999989,1.61090295948745
2025-03-08 12:00:00,1597,L48776,L,298.0,308.1,1877,24.3,0,0,No Failure,Morning,0.7096642666239223,0.9272469715972517,0,3,0.0,10.100000000000023,1.7678985901867845
2025-03-08 13:00:00,1598,L48777,L,297.9,308.1,1531,40.8,2,0,No Failure,Morning,0.6317677475955946,0.8696102109186775,0,1,1.2635354951911892,10.200000000000045,5.319903394517957
2025-03-08 14:00:00,1599,L48778,L,297.9,308.0,1501,36.7,4,0,No Failure,Morning,0.6342632998385722,0.8822607207197578,0,3,2.537053199354289,10.100000000000023,4.321031549584889
2025-03-08 15:00:00,1600,L48779,L,297.9,308.0,1490,46.2,6,0,No Failure,Morning,0.9576763498656473,0.9484341985613209,0,1,5.746058099193884,10.100000000000023,2.3823400264669727
2025-03-08 16:00:00,1601,M16460,M,297.8,307.8,1543,43.7,8,0,No Failure,Evening,0.6767469298874972,0.9077561856760618,0,5,5.4139754390999775,10.0,4.031054685956102
2025-03-08 17:00:00,1602,L48781,L,297.8,307.8,1597,38.2,11,0,No Failure,Evening,0.7293486248462083,0.9754709787498956,0,3,8.022834873308291,10.0,0.9370086117539869
2025-03-08 18:00:00,1603,H31016,H,297.8,307.9,1600,33.5,13,0,No Failure,Evening,0.6906625608907953,0.9924932513998306,0,1,8.978613291580338,10.099999999999966,0.2514760781056756
2025-03-08 19:00:00,1604,M16463,M,297.8,307.8,1622,32.1,18,0,No Failure,Evening,0.741998522332775,0.9708455387912377,0,4,13.35597340198995,10.0,0.93585820480127
2025-03-08 20:00:00,1605,L48784,L,297.8,307.8,1452,39.8,21,0,No Failure,Evening,0.6277695370984373,0.9066318134493335,0,5,13.183160279067183,10.0,3.7160538247165253
2025-03-08 21:00:00,1606,L48785,L,297.8,307.8,1396,42.5,23,0,No Failure,Evening,0.8076239163633081,0.9683029643847136,0,3,18.575350076356088,10.0,1.3471240136496703
2025-03-08 22:00:00,1607,L48786,L,297.8,307.7,1505,39.7,25,0,No Failure,Evening,0.6270450254368859,0.9027162510206025,0,3,15.676125635922148,9.899999999999977,3.8621648344820816
2025-03-08 23:00:00,1608,L48787,L,297.8,307.8,1412,48.3,27,0,No Failure,Evening,0.9201426031289446,0.8750650131648451,0,1,24.843850284481505,10.0,6.034359864137982
2025-03-09 00:00:00,1609,L48788,L,297.8,307.7,1393,38.0,29,0,No Failure,Night,0.6934848327641732,0.8550089807298786,0,3,20.111060150161023,9.899999999999977,5.509658732264612
2025-03-09 01:00:00,1610,L48789,L,297.7,307.7,1581,34.9,31,0,No Failure,Night,0.8160047658418043,0.907857506914153,0,5,25.296147741095933,10.0,3.21577300869606
2025-03-09 02:00:00,1611,L48790,L,297.8,307.8,1573,37.9,33,0,No Failure,Night,0.9520316350245833,0.9855338955545923,0,2,31.41704395581125,10.0,0.5482653584809536
2025-03-09 03:00:00,1612,M16471,M,297.8,307.9,1726,27.3,35,0,No Failure,Night,0.8603509476188776,0.8858479881633514,0,1,30.112283166660717,10.099999999999966,3.1163499231405063
2025-03-09 04:00:00,1613,M16472,M,297.9,307.9,1540,39.8,38,0,No Failure,Night,0.8131831146205342,0.8809769747394676,0,4,30.900958355580297,10.0,4.73711640536919
2025-03-09 05:00:00,1614,L48793,L,297.9,308.0,1296,62.9,41,0,No Failure,Night,0.7297335012461502,0.995473117786156,0,3,29.919073551092158,10.100000000000023,0.2847408912507881
2025-03-09 06:00:00,1615,M16474,M,297.8,307.9,1802,25.8,43,0,No Failure,Night,0.7332007652232791,0.8537506169275888,0,5,31.527632904601003,10.099999999999966,3.773234083268209
2025-03-09 07:00:00,1616,L48795,L,297.8,307.9,1447,48.6,46,0,No Failure,Night,0.867794782079276,0.9678673225590632,0,3,39.918559975646694,10.099999999999966,1.5616481236295305
2025-03-09 08:00:00,1617,H31030,H,297.8,307.8,1662,30.7,48,0,No Failure,Morning,0.9976557444884671,0.8982054933611305,0,4,47.887475735446415,10.0,3.1250913538132923
2025-03-09 09:00:00,1618,L48797,L,297.8,307.8,1563,34.3,53,0,No Failure,Morning,0.8647356759397514,0.8556231935304489,0,5,45.830990824806825,10.0,4.952124461905602
2025-03-09 10:00:00,1619,L48798,L,297.9,307.8,1286,59.5,55,0,No Failure,Morning,0.82311336694801,0.9876703810314376,0,4,45.27123518214055,9.900000000000034,0.7336123286294651
2025-03-09 11:00:00,1620,L48799,L,297.9,307.7,1590,34.6,57,0,No Failure,Morning,0.8922602040956984,0.8709463495314376,0,5,50.858831633454805,9.800000000000011,4.46525630621226
2025-03-09 12:00:00,1621,L48800,L,297.9,307.7,1492,43.7,59,0,No Failure,Morning,0.7860822449134872,0.9327668925588543,0,2,46.378852449895746,9.800000000000011,2.9380867951780694
2025-03-09 13:00:00,1622,L48801,L,297.7,307.6,1844,21.9,61,0,No Failure,Morning,0.6240569370403141,0.8911081311144321,0,5,38.067473159459155,9.900000000000034,2.384731928593937
2025-03-09 14:00:00,1623,H31036,H,297.7,307.6,1538,38.3,63,0,No Failure,Morning,0.8249187263511639,0.8597789203277036,0,4,51.96987976012333,9.900000000000034,5.37046735144895
2025-03-09 15:00:00,1624,L48803,L,297.7,307.6,1921,22.9,68,0,No Failure,Morning,0.9830501138021521,0.8574883728495069,0,1,66.84740773854634,9.900000000000034,3.2635162617462927
2025-03-09 16:00:00,1625,M16484,M,297.8,307.8,1310,57.9,70,0,No Failure,Evening,0.6701211769430638,0.8673335048254508,0,2,46.90848238601447,10.0,7.6813900706063984
2025-03-09 17:00:00,1626,L48805,L,297.9,307.8,1365,46.9,73,0,No Failure,Evening,0.8760019563282663,0.860705052083407,0,3,63.948142811963436,9.900000000000034,6.532933057288213
2025-03-09 18:00:00,1627,M16486,M,297.9,307.8,1303,59.3,75,0,No Failure,Evening,0.6803734754636226,0.9640837173279885,0,2,51.028010659771695,9.900000000000034,2.129835562450283
2025-03-09 19:00:00,1628,L48807,L,297.9,307.8,1499,37.5,78,0,No Failure,Evening,0.8143310737892325,0.9228349303425144,0,2,63.51782375556014,9.900000000000034,2.89369011215571
2025-03-09 20:00:00,1629,L48808,L,297.9,307.8,1451,38.2,80,0,No Failure,Evening,0.6386705798586878,0.901433813702347,0,3,51.09364638869502,9.900000000000034,3.7652283165703455
2025-03-09 21:00:00,1630,M16489,M,297.9,307.9,1336,54.4,82,0,No Failure,Evening,0.780148374503274,0.9127553365198011,0,5,63.97216670926847,10.0,4.746109693322819
2025-03-09 22:00:00,1631,L48810,L,297.9,307.9,1412,44.5,85,0,No Failure,Evening,0.9024653315580984,0.9893420103358935,0,2,76.70955318243836,10.0,0.47428054005273795
2025-03-09 23:00:00,1632,L48811,L,298.0,308.0,1433,39.2,87,0,No Failure,Evening,0.7390286096955928,0.986612771910722,0,2,64.29548904351657,10.0,0.5247793410996956
2025-03-10 00:00:00,1633,L48812,L,297.9,307.9,1426,43.6,89,0,No Failure,Night,0.8659646897948872,0.9573514720183866,0,1,77.07085739174495,10.0,1.8594758199983463
2025-03-10 01:00:00,1634,L48813,L,297.9,307.9,1476,45.2,91,0,No Failure,Night,0.9181799843158917,0.9827023566132531,0,1,83.55437857274615,10.0,0.7818534810809593
2025-03-10 02:00:00,1635,H31048,H,297.9,307.9,1406,58.5,93,0,No Failure,Night,0.9708711277917811,0.8979472041381437,0,4,90.29101488463564,10.0,5.970088557918595
2025-03-10 03:00:00,1636,L48815,L,297.8,307.8,1383,56.5,98,0,No Failure,Night,0.6938568327421815,0.9071663989012424,0,3,67.99796960873378,10.0,5.245098462079804
2025-03-10 04:00:00,1637,L48816,L,297.9,307.8,1505,37.3,100,0,No Failure,Night,0.7597263663237233,0.9420568272781342,0,5,75.97263663237233,9.900000000000034,2.1612803425255933
2025-03-10 05:00:00,1638,L48817,L,297.9,307.8,1665,33.9,102,0,No Failure,Night,0.660966405332167,0.9435438920945897,0,5,67.41857334388104,9.900000000000034,1.9138620579934102
