timestamp,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,shift,production_load,power_quality_index,maintenance_window,operator_experience
2025-05-01 11:00:00,2892,L50071,L,300.6,309.6,1682,30.7,78,0,No Failure,Morning,0.877447222989518,0.3529475131643177,0,4
2025-05-01 12:00:00,2893,L50072,L,300.7,309.6,1329,54.3,80,0,No Failure,Morning,0.9084491263407546,0.9046948653746262,0,1
2025-05-01 13:00:00,2894,M17753,M,300.7,309.6,1568,35.2,82,0,No Failure,Morning,0.8618602747463817,1.2914197598929504,0,5
2025-05-01 14:00:00,2895,L50074,L,300.7,309.6,1733,24.8,85,0,No Failure,Morning,0.6606380299200397,1.7030151882434974,0,5
2025-05-01 15:00:00,2896,M17755,M,300.7,309.6,1473,48.1,87,0,No Failure,Morning,0.9503532334068228,0.5718801356336659,0,1
2025-05-01 16:00:00,2897,M17756,M,300.7,309.5,1633,31.3,90,0,No Failure,Evening,0.8156378210944035,-1.0537594056445934,0,1
2025-05-01 17:00:00,2898,M17757,M,300.6,309.5,1530,40.2,93,0,No Failure,Evening,0.7129889705480015,0.3671222807088651,0,3
2025-05-01 18:00:00,2899,M17758,M,300.6,309.5,1550,40.2,96,0,No Failure,Evening,0.7700912741750776,0.8937103969919838,0,4
2025-05-01 19:00:00,2900,L50079,L,300.6,309.4,1410,40.6,99,0,No Failure,Evening,0.6150284361595629,2.0728079221334084,0,4
2025-05-01 20:00:00,2901,L50080,L,300.5,309.3,1574,33.5,101,0,No Failure,Evening,0.651146720488967,0.2821921578158946,0,1
2025-05-01 21:00:00,2902,L50081,L,300.6,309.4,1425,40.3,103,0,No Failure,Evening,0.9062187002063443,1.362543628399402,0,2
2025-05-01 22:00:00,2903,M17762,M,300.6,309.4,1541,35.2,105,0,No Failure,Evening,0.6000046539021464,1.1400878996354322,0,5
2025-05-01 23:00:00,2904,M17763,M,300.7,309.5,1733,26.7,108,0,No Failure,Evening,0.7666263313929169,0.8939005331233885,0,5
2025-05-02 00:00:00,2905,L50084,L,300.6,309.4,2496,13.5,111,0,No Failure,Night,0.8090040724342353,1.7805333193245914,0,1
2025-05-02 01:00:00,2906,L50085,L,300.6,309.4,1552,36.4,113,0,No Failure,Night,0.6218537680003889,0.18915880324741918,0,2
2025-05-02 02:00:00,2907,L50086,L,300.6,309.3,1409,38.7,115,0,No Failure,Night,0.9892312651889331,0.2748135503564836,0,3
2025-05-02 03:00:00,2908,M17767,M,300.6,309.4,1581,35.7,117,0,No Failure,Night,0.6904501324998688,0.8380991769057718,0,1
2025-05-02 04:00:00,2909,L50088,L,300.7,309.5,1251,59.9,120,0,No Failure,Night,0.7216794878545123,0.20985349490630023,1,1
2025-05-02 05:00:00,2910,L50089,L,300.7,309.6,1500,44.1,122,0,No Failure,Night,0.7215770049020109,1.3580122910545995,1,5
2025-05-02 06:00:00,2911,L50090,L,300.6,309.5,1576,38.8,124,0,No Failure,Night,0.69216666484694,0.1368076956338672,1,1
2025-05-02 07:00:00,2912,M17771,M,300.7,309.5,1352,44.0,126,0,No Failure,Night,0.6005895288345245,1.0763042077451344,1,1
2025-05-02 08:00:00,2913,L50092,L,300.7,309.6,1661,30.3,129,0,No Failure,Morning,0.8917379176351985,0.7498272312132434,1,1
2025-05-02 09:00:00,2914,L50093,L,300.7,309.6,1541,34.6,131,0,No Failure,Morning,0.9867381999197141,1.0649259647767058,1,5
2025-05-02 10:00:00,2915,H32328,H,300.6,309.6,1888,20.5,133,0,No Failure,Morning,0.689717393314018,0.3902586049369608,1,3
2025-05-02 11:00:00,2916,L50095,L,300.5,309.5,1255,62.1,138,0,No Failure,Morning,0.8652188767213689,0.5109117054731729,1,3
2025-05-02 12:00:00,2917,L50096,L,300.6,309.6,1411,41.6,140,0,No Failure,Morning,0.896758530783486,0.94600926799705,1,1
2025-05-02 13:00:00,2918,L50097,L,300.6,309.5,1516,39.0,142,0,No Failure,Morning,0.9393701516362098,1.0520745061613126,1,5
2025-05-02 14:00:00,2919,M17778,M,300.6,309.5,1492,34.0,144,0,No Failure,Morning,0.7690516788054437,0.8457980846088439,1,3
2025-05-02 15:00:00,2920,L50099,L,300.6,309.6,1726,30.0,147,0,No Failure,Morning,0.7211723622561717,2.555362356513084,1,3
2025-05-02 16:00:00,2921,L50100,L,300.7,309.7,1598,33.7,149,0,No Failure,Evening,0.7301180536092124,-0.14073691874128424,1,3
2025-05-02 17:00:00,2922,L50101,L,300.8,309.8,1657,31.1,151,0,No Failure,Evening,0.8850485332394051,0.7857962050472864,1,5
2025-05-02 18:00:00,2923,L50102,L,300.8,309.7,1481,38.1,153,0,No Failure,Evening,0.9267117866022544,-0.7236290221169847,1,5
2025-05-02 19:00:00,2924,M17783,M,300.7,309.7,1397,51.3,155,0,No Failure,Evening,0.672645587102641,1.2220814786673864,1,1
2025-05-02 20:00:00,2925,L50104,L,300.8,309.7,1461,44.3,158,0,No Failure,Evening,0.7483764032631061,-0.26524653637681406,1,4
2025-05-02 21:00:00,2926,M17785,M,300.7,309.6,1388,51.1,160,0,No Failure,Evening,0.96077607869966,0.5716897441234237,1,3
2025-05-02 22:00:00,2927,L50106,L,300.7,309.7,1507,52.4,163,0,No Failure,Evening,0.9226774078778957,0.4779356746686741,1,4
2025-05-02 23:00:00,2928,M17787,M,300.7,309.6,1421,49.8,165,0,No Failure,Evening,0.9939433611049904,1.1308911266011714,1,5
2025-05-03 00:00:00,2929,M17788,M,300.8,309.7,1258,54.9,168,0,No Failure,Night,0.9016993038728323,0.2972090824548199,1,5
2025-05-03 01:00:00,2930,M17789,M,300.8,309.7,1482,39.0,171,0,No Failure,Night,0.757278080411169,0.25469430230601764,1,5
2025-05-03 02:00:00,2931,H32344,H,300.7,309.6,1403,51.3,174,0,No Failure,Night,0.8362551335978551,2.285856464085898,1,4
2025-05-03 03:00:00,2932,L50111,L,300.8,309.7,1373,45.4,179,0,No Failure,Night,0.8644057016989282,1.1345667904745262,1,5
2025-05-03 04:00:00,2933,L50112,L,300.9,309.7,1460,42.1,181,0,No Failure,Night,0.6313823265268496,0.28894914797773197,1,1
2025-05-03 05:00:00,2934,M17793,M,300.8,309.7,1751,27.9,183,0,No Failure,Night,0.817798783641546,0.5991663281887691,1,5
2025-05-03 06:00:00,2935,M17794,M,300.8,309.6,1546,42.3,186,0,No Failure,Night,0.8837283313890438,2.4953549522707448,1,2
2025-05-03 07:00:00,2936,M17795,M,300.8,309.7,1680,28.2,189,0,No Failure,Night,0.6669285216004242,0.614835121748903,1,4
2025-05-03 08:00:00,2937,M17796,M,300.9,309.7,1394,48.8,192,0,No Failure,Morning,0.9122526869702229,0.1607233768476123,1,2
2025-05-03 09:00:00,2938,L50117,L,300.7,309.6,1810,26.0,195,0,No Failure,Morning,0.8335091122056446,0.16500384987360728,1,5
2025-05-03 10:00:00,2939,L50118,L,300.7,309.5,1479,34.5,197,0,No Failure,Morning,0.9808887142790379,0.3008735190104226,1,1
2025-05-03 11:00:00,2940,L50119,L,300.9,309.7,1431,41.4,199,0,No Failure,Morning,0.6169689192827567,0.2555022775732776,1,3
2025-05-03 12:00:00,2941,L50120,L,300.9,309.7,2355,14.4,201,0,No Failure,Morning,0.7061304550221867,-0.4296478483492431,1,5
2025-05-03 13:00:00,2942,M17801,M,300.7,309.6,1996,19.8,203,1,Tool Wear Failure,Morning,0.8406215517199296,-0.2742000969469781,1,1
2025-05-03 14:00:00,2943,L50122,L,300.7,309.5,1461,49.9,0,0,No Failure,Morning,0.7186239648823722,0.020679625638630017,0,4
2025-05-03 15:00:00,2944,H32357,H,300.7,309.5,2007,19.7,2,0,No Failure,Morning,0.8857696656284968,1.4415710184530977,0,2
2025-05-03 16:00:00,2945,L50124,L,300.7,309.6,1505,34.9,7,0,No Failure,Evening,0.9036021130087724,0.4687627127271265,0,2
2025-05-03 17:00:00,2946,H32359,H,300.7,309.6,1925,20.5,9,0,No Failure,Evening,0.6410063856265897,0.6428383109059598,0,2
2025-05-03 18:00:00,2947,M17806,M,300.7,309.5,1622,30.5,14,0,No Failure,Evening,0.8055417856827071,2.120088025254897,0,4
2025-05-03 19:00:00,2948,L50127,L,300.7,309.5,1592,29.0,17,0,No Failure,Evening,0.8035562222364223,2.1450071499384182,0,1
2025-05-03 20:00:00,2949,L50128,L,300.7,309.5,1850,24.5,19,0,No Failure,Evening,0.7477123080862165,0.567875056862265,0,4
2025-05-03 21:00:00,2950,M17809,M,300.7,309.5,1470,48.7,21,0,No Failure,Evening,0.9731699450278688,0.21913648931659102,0,2
2025-05-03 22:00:00,2951,M17810,M,300.7,309.5,1445,46.4,24,0,No Failure,Evening,0.9310025279492885,-0.014430313673537865,0,5
2025-05-03 23:00:00,2952,L50131,L,300.7,309.5,1685,31.1,27,0,No Failure,Evening,0.8788837527638547,1.5427757697082378,0,3
2025-05-04 00:00:00,2953,H32366,H,300.7,309.5,1667,30.5,29,0,No Failure,Night,0.885730654293999,0.6452927664777123,0,4
2025-05-04 01:00:00,2954,L50133,L,300.7,309.5,1578,35.4,34,0,No Failure,Night,0.7846864575252477,0.46350510967720976,0,4
2025-05-04 02:00:00,2955,H32368,H,300.6,309.4,1691,28.0,36,0,No Failure,Night,0.9683978084386303,0.03633542486244723,0,1
2025-05-04 03:00:00,2956,M17815,M,300.7,309.5,1439,43.8,41,0,No Failure,Night,0.8778381709013141,0.08033359098861148,0,1
2025-05-04 04:00:00,2957,M17816,M,300.8,309.6,1404,38.7,44,0,No Failure,Night,0.8915924246623266,1.1700581914932444,0,4
2025-05-04 05:00:00,2958,L50137,L,300.8,309.6,1498,45.8,47,0,No Failure,Night,0.9446763615149381,-0.4654382658872621,0,2
2025-05-04 06:00:00,2959,M17818,M,300.8,309.5,1481,44.5,49,0,No Failure,Night,0.7096286357368764,1.8448686937879384,0,3
2025-05-04 07:00:00,2960,M17819,M,300.7,309.4,1589,35.0,52,0,No Failure,Night,0.9228283615466812,0.3161553561850815,0,1
2025-05-04 08:00:00,2961,L50140,L,300.7,309.5,1467,44.3,55,0,No Failure,Morning,0.6780962411825968,0.7003640557482075,0,2
2025-05-04 09:00:00,2962,L50141,L,300.6,309.4,1654,32.8,57,0,No Failure,Morning,0.7381367808979551,-0.48697795814055433,0,5
2025-05-04 10:00:00,2963,L50142,L,300.7,309.5,1508,39.9,59,0,No Failure,Morning,0.734244181707937,0.8376340617576354,0,1
2025-05-04 11:00:00,2964,M17823,M,300.7,309.6,1439,43.0,61,0,No Failure,Morning,0.9914101873556562,0.5216790573094401,0,2
2025-05-04 12:00:00,2965,L50144,L,300.7,309.5,1692,30.3,64,0,No Failure,Morning,0.9426148894991707,0.7999194011435333,0,2
2025-05-04 13:00:00,2966,M17825,M,300.7,309.5,1838,24.9,66,0,No Failure,Morning,0.8804679446361039,2.3217088983618903,0,3
2025-05-04 14:00:00,2967,L50146,L,300.6,309.3,1601,40.2,69,0,No Failure,Morning,0.8908227046461561,1.0276980457902398,0,3
2025-05-04 15:00:00,2968,L50147,L,300.6,309.4,1369,51.6,71,0,No Failure,Morning,0.8248291177610284,0.055340815854196035,0,5
2025-05-04 16:00:00,2969,M17828,M,300.6,309.4,1312,45.2,73,0,No Failure,Evening,0.9788362668434076,0.1386800894534318,0,2
2025-05-04 17:00:00,2970,L50149,L,300.6,309.4,1468,44.1,76,0,No Failure,Evening,0.7985035011529447,1.4451311859137685,0,2
2025-05-04 18:00:00,2971,M17830,M,300.6,309.4,1452,39.4,78,0,No Failure,Evening,0.7522070839479578,2.1486932909934238,0,3
2025-05-04 19:00:00,2972,M17831,M,300.7,309.5,1393,43.9,81,0,No Failure,Evening,0.6652141347726364,1.13191802075105,0,1
2025-05-04 20:00:00,2973,M17832,M,300.6,309.4,1432,44.2,84,0,No Failure,Evening,0.9144822609044232,1.5387127445547695,0,1
2025-05-04 21:00:00,2974,M17833,M,300.6,309.3,1510,46.0,87,0,No Failure,Evening,0.8937775728302366,1.459737723336705,0,4
2025-05-04 22:00:00,2975,M17834,M,300.6,309.4,1521,37.2,90,0,No Failure,Evening,0.7537420154096539,2.269064413357521,0,3
2025-05-04 23:00:00,2976,H32389,H,300.5,309.4,1360,46.2,93,0,No Failure,Evening,0.6100773655836917,-1.0995901727260327,0,4
2025-05-05 00:00:00,2977,M17836,M,300.5,309.3,1881,25.5,98,0,No Failure,Night,0.9355989310872043,1.5172189393045281,0,3
2025-05-05 01:00:00,2978,L50157,L,300.4,309.3,1413,50.3,101,0,No Failure,Night,0.6045671933816295,1.833736043903564,0,5
2025-05-05 02:00:00,2979,H32392,H,300.5,309.4,1642,36.2,103,0,No Failure,Night,0.8814799118516203,-0.4887237061355735,0,2
2025-05-05 03:00:00,2980,L50159,L,300.5,309.5,1542,38.5,108,0,No Failure,Night,0.9881028438904228,-0.035668184006416026,0,5
2025-05-05 04:00:00,2981,L50160,L,300.4,309.5,1447,39.3,110,0,No Failure,Night,0.7750645312592814,-0.000782748628153418,0,3
2025-05-05 05:00:00,2982,H32395,H,300.4,309.4,1530,40.4,112,0,No Failure,Night,0.6939893619983811,0.12120980362261657,0,2
2025-05-05 06:00:00,2983,L50162,L,300.5,309.5,1795,27.7,117,0,No Failure,Night,0.8819484040173526,0.368282949064474,0,1
2025-05-05 07:00:00,2984,L50163,L,300.6,309.6,1290,57.4,119,0,No Failure,Night,0.926851256806234,1.0926028130549414,0,1
2025-05-05 08:00:00,2985,L50164,L,300.6,309.7,1639,30.4,121,0,No Failure,Morning,0.818572126431139,1.7156746511673697,1,4
2025-05-05 09:00:00,2986,L50165,L,300.7,309.8,1596,31.5,123,0,No Failure,Morning,0.9868141101024585,1.9313169577685363,1,3
2025-05-05 10:00:00,2987,L50166,L,300.6,309.8,1455,48.0,125,0,No Failure,Morning,0.6206674886631844,0.012176938832218154,1,3
2025-05-05 11:00:00,2988,M17847,M,300.6,309.8,1659,28.9,127,0,No Failure,Morning,0.8019182393218113,0.0052970012970172675,1,1
2025-05-05 12:00:00,2989,M17848,M,300.6,309.8,1532,42.5,130,0,No Failure,Morning,0.88738157892902,2.165821840016223,1,5
2025-05-05 13:00:00,2990,L50169,L,300.6,309.8,1502,42.4,133,0,No Failure,Morning,0.9450561884596715,1.4967439354186445,1,2
2025-05-05 14:00:00,2991,L50170,L,300.6,309.8,1688,28.6,135,0,No Failure,Morning,0.671702244763116,0.9328648418689961,1,5
2025-05-05 15:00:00,2992,M17851,M,300.5,309.7,1341,50.9,137,0,No Failure,Morning,0.9200013927054725,1.3233366755549671,1,5
2025-05-05 16:00:00,2993,M17852,M,300.5,309.7,1685,29.4,140,0,No Failure,Evening,0.8210828302874181,0.8201962181485594,1,1
2025-05-05 17:00:00,2994,M17853,M,300.5,309.8,1370,55.9,143,0,No Failure,Evening,0.7586214727959852,1.3745846830476145,1,1
2025-05-05 18:00:00,2995,L50174,L,300.5,309.8,1461,52.5,146,0,No Failure,Evening,0.6526860114316374,0.5139333034942595,1,1
2025-05-05 19:00:00,2996,L50175,L,300.5,309.8,1550,37.4,148,0,No Failure,Evening,0.946118303563565,1.1188049344392308,1,4
2025-05-05 20:00:00,2997,M17856,M,300.5,309.8,1508,37.8,150,0,No Failure,Evening,0.6629092832718861,-0.6605460503694963,1,5
2025-05-05 21:00:00,2998,L50177,L,300.5,309.8,1345,62.7,153,0,No Failure,Evening,0.7239151436836397,0.16221570517456896,1,3
2025-05-05 22:00:00,2999,L50178,L,300.5,309.7,1616,34.5,155,0,No Failure,Evening,0.7160182127849748,0.17298882320965647,1,2
2025-05-05 23:00:00,3000,L50179,L,300.5,309.7,1395,61.0,157,0,No Failure,Evening,0.9485656136763417,0.47560996679308587,1,4
2025-05-06 00:00:00,3001,H32414,H,300.5,309.8,1324,72.8,159,1,Power Failure,Night,0.8690811976835592,-0.07651325477974813,1,3
2025-05-06 01:00:00,3002,L50181,L,300.5,309.8,1445,43.9,164,0,No Failure,Night,0.918672558876549,0.3164563741769182,1,5
2025-05-06 02:00:00,3003,M17862,M,300.5,309.8,1555,38.9,166,0,No Failure,Night,0.7001871595169996,-0.6644140623981206,1,1
2025-05-06 03:00:00,3004,M17863,M,300.6,309.9,1449,42.4,169,0,No Failure,Night,0.8499496398427996,1.3987004763949002,1,5
2025-05-06 04:00:00,3005,M17864,M,300.5,309.9,1466,53.2,172,0,No Failure,Night,0.8286983932574995,0.7674864810886055,1,2
2025-05-06 05:00:00,3006,L50185,L,300.5,309.9,1503,37.4,175,0,No Failure,Night,0.9331321507153084,-0.8552076077760168,1,4
2025-05-06 06:00:00,3007,L50186,L,300.4,309.7,1488,35.7,177,0,No Failure,Night,0.9624348241925043,0.015170089453326874,1,4
2025-05-06 07:00:00,3008,L50187,L,300.4,309.7,1314,50.2,179,0,No Failure,Night,0.6048627085909547,1.1866014275621668,1,2
2025-05-06 08:00:00,3009,M17868,M,300.4,309.7,1547,38.0,181,0,No Failure,Morning,0.8696079676235171,0.30697805361421027,1,3
2025-05-06 09:00:00,3010,M17869,M,300.4,309.7,1466,39.8,184,0,No Failure,Morning,0.6207343196478916,0.15305853986190332,1,3
2025-05-06 10:00:00,3011,L50190,L,300.3,309.6,1537,37.1,187,0,No Failure,Morning,0.8195434660309424,0.7754073229919236,1,4
2025-05-06 11:00:00,3012,M17871,M,300.2,309.5,1434,51.5,189,0,No Failure,Morning,0.7150530916174713,1.1935975351782162,1,4
2025-05-06 12:00:00,3013,L50192,L,300.4,309.6,1432,44.7,192,0,No Failure,Morning,0.7227106398088565,-0.5863524570391606,1,1
2025-05-06 13:00:00,3014,L50193,L,300.5,309.6,1390,48.4,194,0,No Failure,Morning,0.7411834013809426,1.4001284812178794,1,3
2025-05-06 14:00:00,3015,L50194,L,300.5,309.7,1580,42.8,196,0,No Failure,Morning,0.8485169796198441,0.049706718392623306,1,2
2025-05-06 15:00:00,3016,L50195,L,300.5,309.7,1589,30.5,198,0,No Failure,Morning,0.7336199862675077,0.8320720317502013,1,3
2025-05-06 16:00:00,3017,L50196,L,300.5,309.8,1441,48.8,200,0,No Failure,Evening,0.8930796202361122,0.8145798593084904,1,1
2025-05-06 17:00:00,3018,L50197,L,300.5,309.8,1305,51.7,202,0,No Failure,Evening,0.7618109542295479,0.32293388176022586,1,4
2025-05-06 18:00:00,3019,M17878,M,300.5,309.8,1566,35.9,204,0,No Failure,Evening,0.6273412801239834,-0.17365974613071444,1,4
2025-05-06 19:00:00,3020,L50199,L,300.5,309.8,1379,54.2,207,1,Overstrain Failure,Evening,0.9135039369936429,0.5643134519077364,1,1
2025-05-06 20:00:00,3021,L50200,L,300.4,309.6,1543,38.1,209,0,No Failure,Evening,0.7143033298370824,2.475330309075195,1,2
2025-05-06 21:00:00,3022,L50201,L,300.5,309.8,1421,49.6,211,0,No Failure,Evening,0.773106751839705,-0.5116750304636309,1,4
2025-05-06 22:00:00,3023,L50202,L,300.5,309.6,1760,30.6,213,0,No Failure,Evening,0.8741775532887606,2.5423130191048755,1,5
2025-05-06 23:00:00,3024,L50203,L,300.4,309.5,1711,29.2,215,0,No Failure,Evening,0.7329824628594848,0.5902788289234675,1,4
2025-05-07 00:00:00,3025,L50204,L,300.5,309.6,1465,41.6,217,0,No Failure,Night,0.6226342624586862,0.8853714170886391,1,5
2025-05-07 01:00:00,3026,L50205,L,300.5,309.6,1366,50.2,219,0,No Failure,Night,0.7495684188051255,-0.23671081138472727,1,1
2025-05-07 02:00:00,3027,M17886,M,300.4,309.5,1888,21.9,221,0,No Failure,Night,0.9777794330777214,0.07873058332251914,1,1
2025-05-07 03:00:00,3028,L50207,L,300.5,309.5,1777,23.6,0,0,No Failure,Night,0.8566937589194232,0.34709034996198085,0,4
2025-05-07 04:00:00,3029,L50208,L,300.5,309.5,1379,55.6,2,0,No Failure,Night,0.8685916594668828,-0.1956949708779122,0,3
2025-05-07 05:00:00,3030,L50209,L,300.4,309.5,1525,51.3,4,0,No Failure,Night,0.8529128614550558,0.6410820426291283,0,5
2025-05-07 06:00:00,3031,M17890,M,300.4,309.6,1563,34.0,6,0,No Failure,Night,0.6795968555837747,0.44298410819322886,0,2
2025-05-07 07:00:00,3032,M17891,M,300.5,309.7,1389,43.3,9,0,No Failure,Night,0.767333545640912,2.7007811424357335,0,4
2025-05-07 08:00:00,3033,M17892,M,300.6,309.8,1447,42.9,12,0,No Failure,Morning,0.9003759193453273,-0.3159741856804611,0,2
2025-05-07 09:00:00,3034,M17893,M,300.6,309.7,1934,22.8,15,0,No Failure,Morning,0.6405491590212636,0.9526905167485873,0,4
2025-05-07 10:00:00,3035,H32448,H,300.6,309.7,1470,43.8,18,0,No Failure,Morning,0.7111411104358849,1.0978462819018246,0,3
2025-05-07 11:00:00,3036,M17895,M,300.6,309.7,1428,42.6,23,0,No Failure,Morning,0.7105276433863414,-0.22032054865183748,0,3
2025-05-07 12:00:00,3037,L50216,L,300.4,309.6,1319,48.1,26,0,No Failure,Morning,0.7728075710378024,1.5368274954528385,0,3
2025-05-07 13:00:00,3038,L50217,L,300.5,309.7,1887,24.3,28,0,No Failure,Morning,0.992147496376874,0.4516729871183719,0,3
2025-05-07 14:00:00,3039,L50218,L,300.4,309.5,1349,50.4,30,0,No Failure,Morning,0.6270010186735288,-1.6423896515830672,0,1
2025-05-07 15:00:00,3040,M17899,M,300.3,309.5,1665,31.4,32,0,No Failure,Morning,0.807480397752238,1.509849612104565,0,1
2025-05-07 16:00:00,3041,L50220,L,300.3,309.5,1474,38.7,35,0,No Failure,Evening,0.6717458728048842,-0.26694088410236383,0,5
2025-05-07 17:00:00,3042,L50221,L,300.4,309.5,1543,38.9,37,0,No Failure,Evening,0.9882706181638976,-0.19777494613909907,0,2
2025-05-07 18:00:00,3043,M17902,M,300.2,309.4,1459,43.9,39,0,No Failure,Evening,0.6453214018909856,1.5379020828923982,0,4
2025-05-07 19:00:00,3044,L50223,L,300.3,309.5,1551,37.9,42,0,No Failure,Evening,0.7614404009446365,0.5028385175815502,0,4
2025-05-07 20:00:00,3045,L50224,L,300.2,309.4,1981,21.4,44,0,No Failure,Evening,0.8951539939338424,1.7677721505515003,0,1
2025-05-07 21:00:00,3046,L50225,L,300.2,309.4,1526,35.3,46,0,No Failure,Evening,0.8818217712109782,2.060166095365319,0,4
2025-05-07 22:00:00,3047,M17906,M,300.2,309.4,1501,40.0,48,0,No Failure,Evening,0.7690914547575729,0.20507153967770209,0,1
2025-05-07 23:00:00,3048,L50227,L,300.2,309.4,1558,38.3,51,0,No Failure,Evening,0.7386096671810873,1.6432624959550306,0,5
2025-05-08 00:00:00,3049,L50228,L,300.2,309.3,1532,43.2,53,0,No Failure,Night,0.7590449514211483,0.09453919860711812,0,2
2025-05-08 01:00:00,3050,L50229,L,300.1,309.2,1326,55.9,55,0,No Failure,Night,0.7057105052634557,3.0831159171321767,0,5
2025-05-08 02:00:00,3051,L50230,L,300.2,309.2,1431,51.3,57,0,No Failure,Night,0.6821331754827199,0.15704299546878486,0,3
2025-05-08 03:00:00,3052,L50231,L,300.2,309.3,1366,49.3,59,0,No Failure,Night,0.793215879023556,1.8760874409600041,0,3
2025-05-08 04:00:00,3053,L50232,L,300.1,309.2,1421,42.5,61,0,No Failure,Night,0.7074135024270429,1.6937900258815755,0,3
2025-05-08 05:00:00,3054,H32467,H,300.2,309.3,1506,35.6,63,0,No Failure,Night,0.7149846659589001,1.166087822108934,0,5
2025-05-08 06:00:00,3055,H32468,H,300.2,309.3,1342,48.7,68,0,No Failure,Night,0.8627024253898228,0.17945683858331685,0,4
2025-05-08 07:00:00,3056,L50235,L,300.1,309.2,1427,37.6,73,0,No Failure,Night,0.9874149326799568,0.6986025080585908,0,2
2025-05-08 08:00:00,3057,L50236,L,300.2,309.2,1667,29.9,75,0,No Failure,Morning,0.84145488022375,-1.303588112944552,0,3
2025-05-08 09:00:00,3058,L50237,L,300.1,309.1,1400,46.7,77,0,No Failure,Morning,0.6307917868259865,1.0744200383822502,0,3
2025-05-08 10:00:00,3059,L50238,L,300.0,309.0,1709,32.1,79,0,No Failure,Morning,0.6302334455416267,1.1996153310283852,0,3
2025-05-08 11:00:00,3060,M17919,M,300.0,309.0,1368,45.8,81,0,No Failure,Morning,0.9805692883382264,0.9834994190613715,0,2
2025-05-08 12:00:00,3061,L50240,L,300.0,309.1,1882,23.8,84,0,No Failure,Morning,0.7189163161229335,-2.1233061712925574,0,3
2025-05-08 13:00:00,3062,L50241,L,300.1,309.1,1353,58.7,86,0,No Failure,Morning,0.6368267944329902,-0.415636445089811,0,2
2025-05-08 14:00:00,3063,L50242,L,299.9,309.0,1553,40.0,88,0,No Failure,Morning,0.8396178348601526,0.10190901715133738,0,3
2025-05-08 15:00:00,3064,L50243,L,300.0,309.1,1431,45.4,90,0,No Failure,Morning,0.8494595113161064,1.141658933189046,0,5
2025-05-08 16:00:00,3065,M17924,M,300.1,309.1,1731,30.4,92,0,No Failure,Evening,0.8594019280474752,1.1393389056429846,0,5
2025-05-08 17:00:00,3066,M17925,M,300.1,309.2,1687,27.7,95,0,Random Failures,Evening,0.7069608111430166,0.6797762080288208,0,2
2025-05-08 18:00:00,3067,M17926,M,300.1,309.2,1457,44.3,98,0,No Failure,Evening,0.60604427368579,1.4852455366039568,0,5
2025-05-08 19:00:00,3068,L50247,L,300.1,309.2,1533,37.0,101,0,No Failure,Evening,0.9860061477817887,-0.1762423753029,0,2
2025-05-08 20:00:00,3069,H32482,H,300.0,309.0,1622,31.8,103,0,No Failure,Evening,0.700357218276441,1.4602350056939963,0,5
2025-05-08 21:00:00,3070,L50249,L,300.0,309.1,1791,28.2,108,0,No Failure,Evening,0.870410515221019,1.324742104839891,0,5
2025-05-08 22:00:00,3071,L50250,L,300.0,309.1,1631,28.3,110,0,No Failure,Evening,0.8826519479514838,1.2275547328379104,0,2
2025-05-08 23:00:00,3072,L50251,L,300.0,309.0,2174,16.9,112,0,No Failure,Evening,0.8440029668317943,0.6679595689143442,0,4
2025-05-09 00:00:00,3073,L50252,L,300.1,309.0,1314,58.2,114,0,No Failure,Night,0.7251629576854592,2.6807438248312616,0,5
2025-05-09 01:00:00,3074,L50253,L,300.1,309.1,1478,46.9,116,0,No Failure,Night,0.7084385015056263,1.3431956884898786,0,3
2025-05-09 02:00:00,3075,L50254,L,300.1,309.2,1783,27.3,118,0,No Failure,Night,0.8390673130810813,-0.11833586325355894,0,4
2025-05-09 03:00:00,3076,M17935,M,300.1,309.2,1385,46.1,120,0,No Failure,Night,0.9464382534446766,1.0983054757359842,1,2
2025-05-09 04:00:00,3077,L50256,L,300.0,309.2,1444,43.6,123,0,No Failure,Night,0.9786934915693583,1.6024833770742184,1,4
2025-05-09 05:00:00,3078,L50257,L,300.1,309.3,1841,23.0,125,0,No Failure,Night,0.642362321761503,0.2618914010756904,1,1
2025-05-09 06:00:00,3079,M17938,M,300.1,309.4,1349,56.2,127,0,No Failure,Night,0.661931445039088,1.939272246931099,1,1
2025-05-09 07:00:00,3080,L50259,L,300.1,309.3,1340,56.0,130,0,No Failure,Night,0.9778945035132318,1.2320337057160107,1,5
2025-05-09 08:00:00,3081,M17940,M,299.9,309.2,1539,43.2,132,0,No Failure,Morning,0.894614091333917,-1.492478337665347,1,5
2025-05-09 09:00:00,3082,M17941,M,300.0,309.3,1932,21.8,135,0,No Failure,Morning,0.9531975299319092,1.1496719773379263,1,3
2025-05-09 10:00:00,3083,M17942,M,300.0,309.3,1407,43.9,138,0,No Failure,Morning,0.6810530536541373,0.4439708455872846,1,4
2025-05-09 11:00:00,3084,L50263,L,300.1,309.3,1712,28.5,141,0,No Failure,Morning,0.8350343484437608,1.387179814541736,1,1
2025-05-09 12:00:00,3085,H32498,H,300.1,309.4,1329,55.2,143,0,No Failure,Morning,0.8804558377669894,1.7942148402518143,1,5
